probability_0,probability_1,classification,clock_cycles
0.6895769834518433,0.3104230463504791,0,9462
0.5748991370201111,0.42510083317756653,0,10299
0.605815052986145,0.394184947013855,0,10162
0.780919075012207,0.2190808802843094,0,9657
0.6921049356460571,0.30789506435394287,0,9473
0.6328458189964294,0.36715418100357056,0,10118
0.6657641530036926,0.33423587679862976,0,10140
0.6929042339324951,0.3070957064628601,0,9795
0.6377441883087158,0.3622557818889618,0,10121
0.6755548119544983,0.3244451880455017,0,10127
0.4695906341075897,0.5304093956947327,1,9730
0.4069538712501526,0.5930460691452026,1,9466
0.6462554931640625,0.3537445366382599,0,10162
0.4131002128124237,0.5868998169898987,1,9489
0.6085022687911987,0.3914976716041565,0,10123
0.5251557230949402,0.4748443365097046,0,10163
0.400931715965271,0.599068284034729,1,9443
0.3985760807991028,0.6014239192008972,1,9441
0.4449790120124817,0.5550209879875183,1,9629
0.44789499044418335,0.5521050095558167,1,9645
0.7201409339904785,0.2798590660095215,0,10084
0.6591486930847168,0.3408513069152832,0,10208
0.4197748303413391,0.5802252292633057,1,9506
0.7211837768554688,0.27881622314453125,0,10081
0.35219982266426086,0.6478002071380615,1,9321
0.6918080449104309,0.3081919550895691,0,9176
0.7413325309753418,0.258667528629303,0,9905
0.3992857038974762,0.6007143259048462,1,9441
0.8213329315185547,0.17866702377796173,0,9448
0.7713732719421387,0.2286267727613449,0,9703
0.4401419162750244,0.5598580837249756,1,9610
0.6497859358787537,0.35021403431892395,0,10151
0.6108148694038391,0.38918519020080566,0,10118
0.4087381064891815,0.5912618637084961,1,9478
0.3907412886619568,0.6092586517333984,1,9415
0.7396194338798523,0.2603805363178253,0,9922
0.47733452916145325,0.5226654410362244,1,9776
0.40263113379478455,0.5973688960075378,1,9452
0.4002681374549866,0.5997318625450134,1,9452
0.6644448041915894,0.33555522561073303,0,10123
0.6847517490386963,0.3152482211589813,0,10016
0.4535743296146393,0.5464256405830383,1,9669
0.42587584257125854,0.5741241574287415,1,9553
0.7130671739578247,0.2869328558444977,0,10065
0.3373274803161621,0.6626725196838379,1,9273
0.41409334540367126,0.5859066843986511,1,9487
0.3589726388454437,0.6410273313522339,1,9350
0.615559995174408,0.38444003462791443,0,10113
0.6370046734809875,0.36299535632133484,0,10127
0.5164832472801208,0.48351675271987915,0,10048
0.608589231967926,0.3914107084274292,0,10118
0.6971166133880615,0.3028833866119385,0,9980
0.7080578804016113,0.2919420897960663,0,10023
0.7169358134269714,0.28306418657302856,0,10006
0.6288571357727051,0.37114283442497253,0,10113
0.438754677772522,0.561245322227478,1,9599
0.7497861981391907,0.2502138912677765,0,9829
0.7406901121139526,0.25930991768836975,0,9917
0.6230184435844421,0.3769814968109131,0,10105
0.7466874718666077,0.25331252813339233,0,9861
0.3653612732887268,0.6346387267112732,1,9377
0.6653470993041992,0.3346529006958008,0,10133
0.5380373001098633,0.46196267008781433,0,10421
0.7716481685638428,0.22835178673267365,0,9698
0.7624661326408386,0.237533837556839,0,9738
0.7313207387924194,0.2686792314052582,0,10009
0.6823992729187012,0.31760072708129883,0,10022
0.6648164987564087,0.3351834714412689,0,10125
0.5780912637710571,0.4219087064266205,0,10273
0.5407172441482544,0.4592827260494232,0,10485
0.44726303219795227,0.5527369379997253,1,9640
0.7188002467155457,0.28119972348213196,0,9975
0.43170198798179626,0.5682980418205261,1,9577
0.7373225688934326,0.26267746090888977,0,9943
0.4043690264225006,0.595630943775177,1,9461
0.4965873956680298,0.5034125447273254,1,9913
0.61553555727005,0.38446444272994995,0,10113
0.4050155282020569,0.5949844717979431,1,9466
0.39983296394348145,0.6001670360565186,1,9446
0.4564375877380371,0.5435624122619629,1,9693
0.48009762167930603,0.5199024081230164,1,9792
0.5458444356918335,0.4541555643081665,0,10466
0.5018368363380432,0.4981631636619568,0,9946
0.7223288416862488,0.27767112851142883,0,10093
0.5716521739959717,0.4283478558063507,0,10328
0.8021680116653442,0.19783194363117218,0,9534
0.6879553198814392,0.3120446801185608,0,10038
0.34126824140548706,0.6587317585945129,1,9282
0.5615792870521545,0.43842068314552307,0,10484
0.6710020899772644,0.3289979100227356,0,10040
0.7083302140235901,0.2916697859764099,0,10014
0.6771391034126282,0.32286086678504944,0,10030
0.44810062646865845,0.5518993735313416,1,9648
0.4174274504184723,0.5825725197792053,1,9508
0.7025162577629089,0.2974836826324463,0,10025
0.42907485365867615,0.5709251165390015,1,9570
0.35251307487487793,0.6474869847297668,1,9323
0.6594745516777039,0.34052541851997375,0,10213
0.7200336456298828,0.2799663841724396,0,10084
0.6006743907928467,0.39932557940483093,0,10160
0.4322424829006195,0.5677574872970581,1,9580
0.633865475654602,0.36613449454307556,0,10118
0.6545590758323669,0.34544092416763306,0,10185
0.6179975271224976,0.38200244307518005,0,10111
0.40572214126586914,0.5942777991294861,1,9462
0.6929498314857483,0.3070501685142517,0,9788
0.6327891945838928,0.3672108054161072,0,10120
0.5076646208763123,0.49233534932136536,0,9985
0.42357587814331055,0.5764241218566895,1,9544
0.4703642427921295,0.5296357870101929,1,9737
0.4113691449165344,0.5886307954788208,1,9488
0.4470727741718292,0.5529271960258484,1,9643
0.7621524930000305,0.2378474622964859,0,9744
0.38018423318862915,0.6198158264160156,1,9394
0.3958066403865814,0.6041933298110962,1,9437
0.37692904472351074,0.623071014881134,1,9380
0.7567222714424133,0.24327772855758667,0,9786
0.3488805592060089,0.6511194109916687,1,9317
0.39609724283218384,0.6039026975631714,1,9434
0.6621448397636414,0.33785516023635864,0,10099
0.4655231535434723,0.5344768762588501,1,9719
0.6448560953140259,0.35514387488365173,0,10165
0.4508097469806671,0.5491902232170105,1,9649
0.7385507822036743,0.2614492177963257,0,9927
0.5731092095375061,0.4268908202648163,0,10298
0.6706028580665588,0.32939717173576355,0,10039
0.4181846082210541,0.5818154215812683,1,9508
0.46561199426651,0.5343880653381348,1,9719
0.6537072062492371,0.3462928235530853,0,10171
0.4168182909488678,0.5831816792488098,1,9499
0.42879992723464966,0.5712001323699951,1,9567
0.7654218077659607,0.23457816243171692,0,9745
0.7007641196250916,0.2992359399795532,0,9953
0.6200467348098755,0.3799532353878021,0,10101
0.7825903296470642,0.21740968525409698,0,9649
0.5992937088012695,0.40070629119873047,0,10162
0.43552225828170776,0.5644777417182922,1,9590
0.8016254901885986,0.19837452471256256,0,9533
0.6649918556213379,0.3350081741809845,0,10136
0.5246468186378479,0.4753531813621521,0,10167
0.6906598806381226,0.30934011936187744,0,8605
0.6039764285087585,0.39602357149124146,0,10159
0.513188898563385,0.486811101436615,0,10045
0.6762902736663818,0.32370975613594055,0,10013
0.46950608491897583,0.5304939150810242,1,9732
0.5562744736671448,0.4437255859375,0,10411
0.5329769253730774,0.4670230448246002,0,10292
0.49385109543800354,0.5061488747596741,1,9892
0.4764319062232971,0.5235681533813477,1,9771
0.7055332064628601,0.2944667935371399,0,9949
