probability_0,probability_1,classification,clock_cycles
0.6792091727256775,0.3207908868789673,0,1488.0
0.5745915770530701,0.4254084527492523,0,1616.0
0.6048311591148376,0.39516881108283997,0,1605.0
0.7467774748802185,0.25322258472442627,0,1377.0
0.6812615394592285,0.3187384307384491,0,834.0
0.6301566958427429,0.3698433041572571,0,1042.0
0.6593186259269714,0.34068143367767334,0,1247.0
0.6819081902503967,0.3180917501449585,0,995.0
0.6346167922019958,0.36538323760032654,0,972.0
0.6676191091537476,0.3323809504508972,0,1184.0
0.47262224555015564,0.5273777842521667,1,1369.0
0.43510937690734863,0.5648906230926514,1,1100.0
0.6422672867774963,0.3577326834201813,0,1616.0
0.4371105432510376,0.5628894567489624,1,1685.0
0.6074002385139465,0.39259979128837585,0,1604.0
0.5246217250823975,0.47537824511528015,0,968.0
0.43360164761543274,0.5663983225822449,1,1166.0
0.4331393241882324,0.5668606162071228,1,962.0
0.45393475890159607,0.5460652112960815,1,1572.0
0.45593133568763733,0.5440686941146851,1,1727.0
0.7032855153083801,0.2967144548892975,0,1089.0
0.6536126732826233,0.3463872969150543,0,1371.0
0.4397813379764557,0.5602186322212219,1,1188.0
0.7040793299674988,0.2959206998348236,0,1687.0
0.44067704677581787,0.5593229532241821,1,847.0
0.6810211539268494,0.318978875875473,0,1548.0
0.7190723419189453,0.2809276878833771,0,1243.0
0.4332708716392517,0.5667291283607483,1,1113.0
0.7730485200881958,0.2269514501094818,0,1000.0
0.7402933239936829,0.25970664620399475,0,1249.0
0.45077234506607056,0.5492276549339294,1,945.0
0.6454033851623535,0.35459664463996887,0,1610.0
0.6096023917198181,0.3903975486755371,0,929.0
0.43564337491989136,0.5643566250801086,1,1185.0
0.4321410655975342,0.5678589344024658,1,1319.0
0.7178223133087158,0.2821776270866394,0,860.0
0.4792347848415375,0.5207651853561401,1,1523.0
0.433980256319046,0.5660197734832764,1,925.0
0.43346405029296875,0.566536009311676,1,1587.0
0.6581869721412659,0.3418130874633789,0,873.0
0.6752602458000183,0.3247397541999817,0,1222.0
0.46000194549560547,0.5399981141090393,1,1360.0
0.442646861076355,0.557353138923645,1,1677.0
0.6978543400764465,0.30214571952819824,0,1267.0
0.4504960775375366,0.5495039820671082,1,1047.0
0.43747594952583313,0.5625240802764893,1,1195.0
0.43744680285453796,0.5625532269477844,1,892.0
0.6140955686569214,0.385904461145401,0,1398.0
0.6339460611343384,0.36605390906333923,0,1782.0
0.5160117745399475,0.4839882254600525,0,950.0
0.6074831485748291,0.3925168216228485,0,1207.0
0.6852974891662598,0.31470251083374023,0,953.0
0.6939575672149658,0.3060424029827118,0,1420.0
0.7008349895477295,0.2991650402545929,0,1455.0
0.6264945864677429,0.3735053539276123,0,1716.0
0.4499012529850006,0.550098717212677,1,1534.0
0.7251757383346558,0.2748242914676666,0,1245.0
0.7186040878295898,0.28139588236808777,0,1017.0
0.6210858821868896,0.37891411781311035,0,955.0
0.7229508757591248,0.27704906463623047,0,1183.0
0.4350986182689667,0.5649013519287109,1,933.0
0.6589611768722534,0.3410387635231018,0,1623.0
0.5375440120697021,0.46245595812797546,0,954.0
0.7404817938804626,0.25951820611953735,0,1038.0
0.7341344952583313,0.2658654749393463,0,1257.0
0.7117027640342712,0.28829726576805115,0,1015.0
0.6733199954032898,0.3266799747943878,0,1213.0
0.6585060954093933,0.34149396419525146,0,1390.0
0.5777640342712402,0.42223599553108215,0,1665.0
0.5402438640594482,0.45975616574287415,0,1694.0
0.45549309253692627,0.5445069074630737,1,1288.0
0.7022625803947449,0.2977374494075775,0,1568.0
0.4457356631755829,0.5542643666267395,1,1426.0
0.7161393165588379,0.2838606834411621,0,1590.0
0.4344058334827423,0.5655941963195801,1,1624.0
0.49676427245140076,0.5032356977462769,1,1182.0
0.6140725016593933,0.3859274685382843,0,1119.0
0.4345739185810089,0.5654261112213135,1,1672.0
0.43337690830230713,0.5666230916976929,1,1059.0
0.46214017271995544,0.5378598570823669,1,1282.0
0.4816621243953705,0.5183378458023071,1,1686.0
0.5454136729240417,0.45458635687828064,0,1789.0
0.5017545819282532,0.4982454180717468,0,1506.0
0.7049487233161926,0.2950512170791626,0,1162.0
0.5713552236557007,0.4286447763442993,0,1014.0
0.7608110308647156,0.23918895423412323,0,1332.0
0.6778866052627563,0.32211342453956604,0,1033.0
0.447527140378952,0.5524728894233704,1,1372.0
0.5612655878067017,0.43873438239097595,0,1705.0
0.663780689239502,0.33621934056282043,0,1393.0
0.6941704750061035,0.3058294951915741,0,1283.0
0.6689460873603821,0.33105385303497314,0,1478.0
0.4560745656490326,0.543925404548645,1,1678.0
0.4387851059436798,0.5612149238586426,1,1282.0
0.6895971298217773,0.31040289998054504,0,1674.0
0.4443018138408661,0.5556982159614563,1,1070.0
0.4405106008052826,0.559489369392395,1,921.0
0.6538956165313721,0.3461044132709503,0,1118.0
0.7032037973403931,0.29679617285728455,0,960.0
0.5998873710632324,0.4001125991344452,0,980.0
0.44603878259658813,0.5539611577987671,1,1049.0
0.6310885548591614,0.3689114451408386,0,1207.0
0.6496080160140991,0.3503919839859009,0,1236.0
0.6163898706436157,0.3836100697517395,0,1788.0
0.43476369976997375,0.5652363300323486,1,941.0
0.6819450259208679,0.3180549442768097,0,1372.0
0.6301048994064331,0.3698950707912445,0,882.0
0.5073752403259277,0.49262475967407227,0,1344.0
0.4415208399295807,0.5584791302680969,1,1212.0
0.47326940298080444,0.5267306566238403,1,1316.0
0.43650123476982117,0.5634987950325012,1,1352.0
0.4553617238998413,0.5446382761001587,1,1691.0
0.7339156866073608,0.26608434319496155,0,1716.0
0.43217742443084717,0.5678225755691528,1,1472.0
0.4326903820037842,0.5673096179962158,1,955.0
0.43252429366111755,0.5674756765365601,1,1572.0
0.7301047444343567,0.2698952257633209,0,1629.0
0.44254225492477417,0.5574577450752258,1,1542.0
0.43273261189460754,0.5672673583030701,1,1530.0
0.6562066078186035,0.3437933921813965,0,1789.0
0.4692727327346802,0.5307272672653198,1,1353.0
0.6410182118415833,0.35898178815841675,0,1517.0
0.45799124240875244,0.5420087575912476,1,1114.0
0.7170403003692627,0.2829597294330597,0,1648.0
0.572808563709259,0.42719143629074097,0,1505.0
0.6634422540664673,0.33655768632888794,0,1500.0
0.4390997886657715,0.5609001517295837,1,1064.0
0.4693449139595032,0.5306550860404968,1,1644.0
0.648860514163971,0.35113945603370667,0,839.0
0.43853652477264404,0.561463475227356,1,951.0
0.44415557384490967,0.5558444857597351,1,973.0
0.7361901998519897,0.26380982995033264,0,1306.0
0.6882073879241943,0.31179261207580566,0,1160.0
0.6183114051818848,0.38168859481811523,0,1507.0
0.747900664806366,0.25209933519363403,0,1679.0
0.5985532402992249,0.40144678950309753,0,1625.0
0.44793641567230225,0.5520635843276978,1,1822.0
0.7604590654373169,0.23954088985919952,0,1137.0
0.6586565375328064,0.341343492269516,0,961.0
0.5241140723228455,0.47588589787483215,0,1110.0
0.6800897121429443,0.31991031765937805,0,1007.0
0.6030672788619995,0.3969326913356781,0,1519.0
0.5127691626548767,0.4872307777404785,0,1542.0
0.6682356595993042,0.3317643105983734,0,1721.0
0.47255173325538635,0.527448296546936,1,1213.0
0.5559289455413818,0.44407105445861816,0,1567.0
0.5324543714523315,0.46754562854766846,0,933.0
0.49419400095939636,0.5058059692382812,1,846.0
0.4784491956233978,0.5215508341789246,1,907.0
0.6919775009155273,0.30802252888679504,0,1090.0
0.4934907555580139,0.5065092444419861,1,1302.0
0.43523210287094116,0.5647678971290588,1,1524.0
0.43506333231925964,0.564936637878418,1,817.0
0.7618560194969177,0.23814402520656586,0,1566.0
