probability_0,probability_1,classification,clock_cycles
0.6895769834518433,0.3104230463504791,0,104326.0
0.5748991370201111,0.42510083317756653,0,103777.0
0.605815052986145,0.394184947013855,0,109355.0
0.780919075012207,0.2190808802843094,0,108919.0
0.6921049356460571,0.30789506435394287,0,111319.0
0.6328458189964294,0.36715418100357056,0,103369.0
0.6657641530036926,0.33423587679862976,0,101458.0
0.6929042339324951,0.3070957064628601,0,100807.0
0.6377441883087158,0.3622557818889618,0,111940.0
0.6755548119544983,0.3244451880455017,0,112788.0
0.4695906341075897,0.5304093956947327,1,118174.0
0.4069538712501526,0.5930460691452026,1,104946.0
0.6462554931640625,0.3537445366382599,0,111061.0
0.4131002128124237,0.5868998169898987,1,107858.0
0.6085022687911987,0.3914976716041565,0,112939.0
0.5251557230949402,0.4748443365097046,0,101124.0
0.400931715965271,0.599068284034729,1,116908.0
0.3985760807991028,0.6014239192008972,1,102211.0
0.4449790120124817,0.5550209879875183,1,113228.0
0.44789499044418335,0.5521050095558167,1,107109.0
0.7201409339904785,0.2798590660095215,0,114535.0
0.6591486930847168,0.3408513069152832,0,103829.0
0.4197748303413391,0.5802252292633057,1,112978.0
0.7211837768554688,0.27881622314453125,0,115441.0
0.35219982266426086,0.6478002071380615,1,103258.0
0.6918080449104309,0.3081919550895691,0,99155.0
0.7413325309753418,0.258667528629303,0,100008.0
0.3992857038974762,0.6007143259048462,1,115169.0
0.8213329315185547,0.17866702377796173,0,102199.0
0.7713732719421387,0.2286267727613449,0,100820.0
0.4401419162750244,0.5598580837249756,1,103470.0
0.6497859358787537,0.35021403431892395,0,104214.0
0.6108148694038391,0.38918519020080566,0,101428.0
0.4087381064891815,0.5912618637084961,1,113695.0
0.3907412886619568,0.6092586517333984,1,110830.0
0.7396194338798523,0.2603805363178253,0,107703.0
0.47733452916145325,0.5226654410362244,1,100019.0
0.40263113379478455,0.5973688960075378,1,109028.0
0.4002681374549866,0.5997318625450134,1,111242.0
0.6644448041915894,0.33555522561073303,0,107258.0
0.6847517490386963,0.3152482211589813,0,114845.0
0.4535743296146393,0.5464256405830383,1,107825.0
0.42587584257125854,0.5741241574287415,1,106789.0
0.7130671739578247,0.2869328558444977,0,103735.0
0.3373274803161621,0.6626725196838379,1,106792.0
0.41409334540367126,0.5859066843986511,1,103879.0
0.3589726388454437,0.6410273313522339,1,106993.0
0.615559995174408,0.38444003462791443,0,99859.0
0.6370046734809875,0.36299535632133484,0,118669.0
0.5164832472801208,0.48351675271987915,0,105861.0
0.608589231967926,0.3914107084274292,0,107128.0
0.6971166133880615,0.3028833866119385,0,113724.0
0.7080578804016113,0.2919420897960663,0,111684.0
0.7169358134269714,0.28306418657302856,0,109803.0
0.6288571357727051,0.37114283442497253,0,112995.0
0.438754677772522,0.561245322227478,1,114748.0
0.7497861981391907,0.2502138912677765,0,96340.0
0.7406901121139526,0.25930991768836975,0,110428.0
0.6230184435844421,0.3769814968109131,0,102574.0
0.7466874718666077,0.25331252813339233,0,104225.0
0.3653612732887268,0.6346387267112732,1,99956.0
0.6653470993041992,0.3346529006958008,0,112466.0
0.5380373001098633,0.46196267008781433,0,115131.0
0.7716481685638428,0.22835178673267365,0,101951.0
0.7624661326408386,0.237533837556839,0,107255.0
0.7313207387924194,0.2686792314052582,0,96881.0
0.6823992729187012,0.31760072708129883,0,109168.0
0.6648164987564087,0.3351834714412689,0,117171.0
0.5780912637710571,0.4219087064266205,0,111080.0
0.5407172441482544,0.4592827260494232,0,104134.0
0.44726303219795227,0.5527369379997253,1,109300.0
0.7188002467155457,0.28119972348213196,0,103009.0
0.43170198798179626,0.5682980418205261,1,108884.0
0.7373225688934326,0.26267746090888977,0,104762.0
0.4043690264225006,0.595630943775177,1,111380.0
0.4965873956680298,0.5034125447273254,1,115004.0
0.61553555727005,0.38446444272994995,0,116037.0
0.4050155282020569,0.5949844717979431,1,115332.0
0.39983296394348145,0.6001670360565186,1,111984.0
0.4564375877380371,0.5435624122619629,1,99466.0
0.48009762167930603,0.5199024081230164,1,107527.0
0.5458444356918335,0.4541555643081665,0,112548.0
0.5018368363380432,0.4981631636619568,0,105888.0
0.7223288416862488,0.27767112851142883,0,106033.0
0.5716521739959717,0.4283478558063507,0,115320.0
0.8021680116653442,0.19783194363117218,0,104370.0
0.6879553198814392,0.3120446801185608,0,98295.0
0.34126824140548706,0.6587317585945129,1,107303.0
0.5615792870521545,0.43842068314552307,0,102504.0
0.6710020899772644,0.3289979100227356,0,123458.0
0.7083302140235901,0.2916697859764099,0,106233.0
0.6771391034126282,0.32286086678504944,0,117516.0
0.44810062646865845,0.5518993735313416,1,113587.0
0.4174274504184723,0.5825725197792053,1,102303.0
0.7025162577629089,0.2974836826324463,0,114618.0
0.42907485365867615,0.5709251165390015,1,117382.0
0.35251307487487793,0.6474869847297668,1,109151.0
0.6594745516777039,0.34052541851997375,0,103140.0
0.7200336456298828,0.2799663841724396,0,102908.0
0.6006743907928467,0.39932557940483093,0,103364.0
0.4322424829006195,0.5677574872970581,1,107827.0
0.633865475654602,0.36613449454307556,0,112360.0
0.6545590758323669,0.34544092416763306,0,109206.0
0.6179975271224976,0.38200244307518005,0,104779.0
0.40572214126586914,0.5942777991294861,1,117153.0
0.6929498314857483,0.3070501685142517,0,99670.0
