probability_0,probability_1,classification,clock_cycles
0.656,0.359,0,306.0
0.594,0.422,0,354.0
0.594,0.391,0,1194.0
0.688,0.312,0,365.0
0.625,0.359,0,289.0
0.625,0.375,0,259.0
0.625,0.375,0,387.0
0.656,0.344,0,380.0
0.594,0.375,0,315.0
0.625,0.359,0,314.0
0.422,0.562,1,321.0
0.281,0.719,1,271.0
0.594,0.375,0,335.0
0.242,0.75,1,349.0
0.625,0.391,0,275.0
0.531,0.469,0,310.0
0.242,0.75,1,318.0
0.242,0.75,1,1739.0
0.375,0.625,1,290.0
0.375,0.625,1,337.0
0.656,0.328,0,339.0
0.656,0.375,0,281.0
0.312,0.688,1,359.0
0.656,0.344,0,289.0
7.5,1.0,0,323.0
0.656,0.344,0,335.0
0.656,0.328,0,392.0
0.211,0.781,1,350.0
0.688,0.312,0,346.0
0.656,0.312,0,346.0
0.375,0.625,1,1208.0
0.594,0.375,0,307.0
0.625,0.391,0,475.0
0.281,0.719,1,269.0
0.211,0.781,1,374.0
0.688,0.328,0,372.0
0.469,0.562,1,271.0
0.242,0.75,1,293.0
0.242,0.75,1,302.0
0.625,0.375,0,304.0
0.625,0.359,0,601.0
0.422,0.594,1,369.0
0.359,0.656,1,263.0
0.656,0.328,0,244.0
-0.328,1.31,1,318.0
0.312,0.688,1,309.0
-0.133,1.12,1,377.0
0.625,0.406,0,339.0
0.625,0.375,0,365.0
0.531,0.484,0,377.0
0.625,0.391,0,349.0
0.656,0.344,0,366.0
0.656,0.344,0,310.0
0.656,0.359,0,255.0
0.625,0.406,0,377.0
0.375,0.625,1,344.0
0.656,0.328,0,355.0
0.656,0.328,0,252.0
0.625,0.391,0,252.0
0.656,0.328,0,357.0
-0.133,1.12,1,270.0
0.625,0.375,0,357.0
0.531,0.469,0,349.0
0.688,0.312,0,342.0
0.656,0.328,0,331.0
0.656,0.328,0,327.0
0.625,0.359,0,369.0
0.625,0.375,0,380.0
0.594,0.422,0,282.0
0.531,0.453,0,316.0
0.375,0.625,1,355.0
0.656,0.359,0,341.0
0.375,0.625,1,315.0
0.656,0.328,0,300.0
0.281,0.719,1,265.0
0.5,0.5,0,363.0
0.625,0.391,0,344.0
0.281,0.719,1,345.0
0.211,0.781,1,323.0
0.422,0.594,1,390.0
0.469,0.562,1,285.0
0.562,0.453,0,374.0
0.5,0.5,0,401.0
0.656,0.359,0,357.0
0.594,0.422,0,357.0
0.688,0.312,0,327.0
0.625,0.359,0,208.0
-0.594,1.62,1,380.0
0.562,0.438,0,342.0
0.625,0.359,0,357.0
0.656,0.344,0,362.0
0.656,0.375,0,336.0
0.391,0.594,1,343.0
0.312,0.688,1,390.0
0.656,0.344,0,312.0
0.375,0.625,1,257.0
-0.328,1.31,1,383.0
0.656,0.375,0,305.0
0.656,0.359,0,386.0
0.594,0.406,0,285.0
0.312,0.688,1,302.0
0.625,0.375,0,356.0
0.625,0.375,0,265.0
0.625,0.391,0,361.0
0.211,0.781,1,381.0
0.656,0.344,0,293.0
0.594,0.375,0,280.0
0.531,0.5,0,355.0
0.375,0.625,1,358.0
0.453,0.562,1,305.0
0.281,0.719,1,280.0
0.391,0.594,1,371.0
0.688,0.328,0,301.0
0.0527,0.938,1,343.0
0.242,0.75,1,254.0
0.141,0.844,1,359.0
0.688,0.328,0,319.0
-0.133,1.12,1,398.0
0.211,0.781,1,330.0
0.656,0.375,0,295.0
0.469,0.562,1,320.0
0.594,0.375,0,275.0
0.422,0.594,1,287.0
0.688,0.328,0,355.0
0.594,0.422,0,347.0
0.656,0.375,0,398.0
0.312,0.688,1,324.0
0.422,0.562,1,367.0
0.656,0.375,0,366.0
0.312,0.688,1,281.0
0.281,0.719,1,358.0
0.688,0.328,0,329.0
0.656,0.344,0,377.0
0.625,0.406,0,276.0
0.656,0.312,0,276.0
0.594,0.406,0,342.0
0.375,0.625,1,328.0
0.688,0.297,0,383.0
0.625,0.375,0,341.0
0.531,0.469,0,330.0
0.656,0.359,0,309.0
0.594,0.391,0,275.0
0.5,0.5,0,342.0
0.656,0.375,0,386.0
0.453,0.562,1,1010.0
0.562,0.438,0,344.0
0.531,0.469,0,307.0
0.5,0.531,1,401.0
0.469,0.562,1,364.0
0.656,0.328,0,287.0
0.5,0.531,1,366.0
0.281,0.719,1,336.0
0.281,0.719,1,267.0
0.688,0.297,0,377.0
0.359,0.656,1,335.0
0.656,0.344,0,322.0
0.359,0.656,1,377.0
0.656,0.359,0,349.0
0.625,0.375,0,328.0
0.625,0.375,0,1455.0
-0.594,1.62,1,403.0
0.242,0.75,1,337.0
-0.133,1.12,1,354.0
0.0527,0.938,1,298.0
0.312,0.688,1,287.0
0.656,0.344,0,309.0
0.359,0.656,1,350.0
0.656,0.359,0,379.0
0.656,0.328,0,395.0
0.625,0.391,0,364.0
0.625,0.406,0,312.0
0.625,0.359,0,309.0
0.625,0.375,0,339.0
-0.133,1.12,1,275.0
0.625,0.359,0,347.0
0.656,0.375,0,318.0
0.211,0.781,1,279.0
-1.12,2.12,1,355.0
0.625,0.375,0,386.0
0.656,0.359,0,290.0
0.625,0.375,0,281.0
0.688,0.328,0,358.0
0.141,0.844,1,296.0
0.656,0.328,0,331.0
-0.133,1.12,1,354.0
0.656,0.359,0,278.0
0.375,0.625,1,373.0
0.242,0.75,1,263.0
0.688,0.328,0,277.0
0.625,0.359,0,255.0
0.359,0.656,1,318.0
0.656,0.328,0,370.0
0.594,0.375,0,366.0
0.391,0.594,1,339.0
0.312,0.688,1,406.0
0.242,0.75,1,393.0
0.359,0.656,1,297.0
0.625,0.391,0,329.0
0.594,0.406,0,465.0
0.141,0.844,1,363.0
0.141,0.844,1,310.0
0.141,0.844,1,411.0
0.625,0.375,0,346.0
0.688,0.328,0,312.0
0.0527,0.938,1,312.0
0.375,0.625,1,321.0
0.422,0.562,1,321.0
0.422,0.594,1,376.0
0.625,0.391,0,284.0
0.625,0.375,0,274.0
0.531,0.484,0,339.0
