probability_0,probability_1,classification,clock_cycles
0.68848,0.31201,0,2211.0
0.57324,0.42725,0,2304.0
0.60449,0.39502,0,2340.0
0.7793,0.21997,0,1621.0
0.69238,0.30713,0,2785.0
0.63281,0.36621,0,2104.0
0.66504,0.33545,0,2091.0
0.69336,0.30615,0,2401.0
0.63867,0.36182,0,2865.0
0.67578,0.32422,0,2149.0
0.46777,0.53223,1,2324.0
0.4082,0.5918,1,2414.0
0.64648,0.354,0,2871.0
0.41406,0.58691,1,1602.0
0.6084,0.39062,0,2263.0
0.52441,0.47461,0,2840.0
0.40186,0.59766,1,2574.0
0.3999,0.59961,1,2098.0
0.44043,0.55859,1,2357.0
0.44434,0.55566,1,1905.0
0.7207,0.27979,0,2040.0
0.6582,0.34082,0,2455.0
0.4209,0.5791,1,2084.0
0.72168,0.27832,0,2359.0
0.35156,0.64844,1,1803.0
0.69238,0.30713,0,1676.0
0.74219,0.2583,0,2725.0
0.40137,0.59863,1,2126.0
0.99219,498.0,1,2842.0
0.77148,0.229,0,1623.0
0.43555,0.56445,1,1591.0
0.64941,0.35059,0,1889.0
0.61133,0.38867,0,1863.0
0.40967,0.58984,1,2594.0
0.39307,0.60645,1,2442.0
0.74023,0.25977,0,1928.0
0.47607,0.52441,1,2523.0
0.40381,0.59668,1,2767.0
0.40186,0.59766,1,1925.0
0.66406,0.33643,0,2531.0
0.68359,0.31543,0,2261.0
0.4502,0.5498,1,1843.0
0.42676,0.57422,1,1784.0
0.71289,0.28711,0,1851.0
0.33594,0.66406,1,2079.0
0.41504,0.58594,1,2902.0
0.35742,0.6416,1,2570.0
0.61523,0.38428,0,1950.0
0.6377,0.36328,0,2455.0
0.5166,0.48438,0,1843.0
0.60938,0.39062,0,1615.0
0.69629,0.30273,0,2585.0
0.70801,0.29199,0,2636.0
0.7168,0.2832,0,1849.0
0.62891,0.37061,0,2665.0
0.43457,0.56543,1,2868.0
0.75,0.24951,0,1620.0
0.73926,0.25928,0,2433.0
0.62305,0.37598,0,1621.0
0.74707,0.25293,0,2795.0
0.36426,0.63574,1,2235.0
0.66406,0.33496,0,2768.0
0.53711,0.46338,0,2170.0
0.77148,0.229,0,2214.0
0.76367,0.23633,0,1852.0
0.73145,0.26855,0,2742.0
0.68164,0.31787,0,2727.0
0.66406,0.33594,0,2088.0
0.57617,0.42236,0,2068.0
0.54004,0.45996,0,1813.0
0.44336,0.55664,1,2178.0
0.71875,0.28174,0,2149.0
0.42969,0.57129,1,2477.0
0.73828,0.26221,0,2157.0
0.40576,0.59473,1,1816.0
0.49658,0.50293,1,2523.0
0.61523,0.38428,0,1740.0
0.40674,0.59473,1,1680.0
0.40088,0.59863,1,2260.0
0.45361,0.54688,1,1919.0
0.47803,0.52148,1,2905.0
0.54395,0.45557,0,1701.0
0.50195,0.49805,0,2431.0
0.72266,0.27734,0,1776.0
0.56934,0.42969,0,2184.0
0.97266,0.027069,0,2437.0
0.6875,0.31299,0,2446.0
0.33936,0.66016,1,2824.0
0.56055,0.43896,0,2432.0
0.6709,0.32861,0,2069.0
0.70898,0.29102,0,1906.0
0.67773,0.32275,0,1960.0
0.44482,0.55566,1,2563.0
0.41797,0.58105,1,2364.0
0.70215,0.29785,0,2786.0
0.42627,0.57422,1,2014.0
0.35156,0.64844,1,2579.0
0.65918,0.34082,0,2117.0
0.7207,0.27979,0,2621.0
0.60059,0.3999,0,2145.0
0.42676,0.57324,1,2880.0
0.63477,0.36523,0,2100.0
0.65332,0.3457,0,2266.0
0.61914,0.38037,0,1897.0
0.40674,0.59375,1,2560.0
0.69336,0.30664,0,1640.0
0.63379,0.36719,0,1554.0
0.50781,0.49268,0,1924.0
0.42432,0.5752,1,2689.0
0.46777,0.53125,1,2359.0
0.41211,0.58789,1,2544.0
0.44336,0.55664,1,2891.0
0.7627,0.2373,0,2232.0
0.38477,0.61621,1,2957.0
0.39746,0.60254,1,1676.0
0.38037,0.61914,1,1595.0
0.75684,0.2439,0,2052.0
0.34766,0.65234,1,1678.0
0.39746,0.60254,1,2048.0
0.66113,0.33838,0,2377.0
0.46338,0.53711,1,1585.0
0.64551,0.35498,0,2190.0
0.44775,0.55273,1,2554.0
0.73828,0.26123,0,2410.0
0.57129,0.4292,0,2584.0
0.6709,0.32959,0,2287.0
0.41895,0.58105,1,1799.0
0.46289,0.53711,1,2141.0
0.65332,0.34717,0,2522.0
0.41748,0.58301,1,2275.0
0.42627,0.57422,1,2605.0
0.76465,0.23511,0,1606.0
0.7002,0.29932,0,2793.0
0.62109,0.37842,0,2352.0
0.78223,0.21777,0,2574.0
0.59863,0.40088,0,1658.0
0.43066,0.57031,1,2079.0
0.97266,0.027069,0,2570.0
0.66406,0.33594,0,2837.0
0.52441,0.47559,0,2992.0
0.68945,0.31055,0,2965.0
0.60254,0.39648,0,1863.0
0.51367,0.4873,0,2361.0
0.67676,0.32373,0,2777.0
0.4668,0.53223,1,1629.0
0.55566,0.44385,0,2710.0
0.53125,0.46875,0,1923.0
0.49463,0.50586,1,2246.0
0.4751,0.52441,1,2288.0
0.70605,0.29443,0,2223.0
0.49365,0.50684,1,2763.0
0.4082,0.5918,1,1618.0
0.4082,0.5918,1,2012.0
0.97559,0.024109,0,2014.0
0.42773,0.57324,1,2067.0
0.69727,0.30322,0,2672.0
0.42627,0.57422,1,1751.0
0.68945,0.31055,0,1891.0
0.66211,0.3374,0,2176.0
0.64648,0.35303,0,1930.0
0.32568,0.6748,1,2761.0
0.41162,0.58887,1,2638.0
