probability_0,probability_1,classification,clock_cycles
0.68945,0.31042,0,3349.0
0.57495,0.42505,0,3621.0
0.60596,0.39417,0,3335.0
0.78052,0.21924,0,2443.0
0.69214,0.30798,0,3310.0
0.63281,0.36719,0,3364.0
0.66577,0.33423,0,2844.0
0.69287,0.30725,0,2489.0
0.63794,0.3623,0,2564.0
0.67554,0.32446,0,3615.0
0.46948,0.53052,1,3143.0
0.40686,0.59302,1,2818.0
0.64624,0.35376,0,2420.0
0.41309,0.58691,1,3490.0
0.60864,0.39148,0,2112.0
0.52515,0.4751,0,3055.0
0.401,0.59912,1,3411.0
0.39868,0.60132,1,3584.0
0.44495,0.55518,1,2341.0
0.448,0.552,1,2926.0
0.72021,0.28003,0,2595.0
0.65918,0.34094,0,2238.0
0.41992,0.58008,1,3367.0
0.72095,0.27893,0,2302.0
0.35217,0.64771,1,2388.0
0.69165,0.30847,0,3175.0
0.74121,0.25854,0,2630.0
0.39917,0.60083,1,3259.0
0.82104,0.17883,0,3186.0
0.77148,0.22858,0,2464.0
0.44006,0.55957,1,3535.0
0.6499,0.35034,0,3464.0
0.6106,0.38928,0,3646.0
0.40857,0.59155,1,2920.0
0.39075,0.60913,1,2434.0
0.73975,0.26038,0,3505.0
0.47729,0.52246,1,3187.0
0.40271,0.59717,1,2292.0
0.40015,0.59985,1,2996.0
0.66455,0.33545,0,2535.0
0.68481,0.31543,0,2995.0
0.45374,0.54614,1,3789.0
0.42578,0.57422,1,2449.0
0.71289,0.28711,0,2788.0
0.3374,0.6626,1,3054.0
0.41418,0.58594,1,3690.0
0.35913,0.64111,1,3093.0
0.61572,0.3844,0,3028.0
0.63672,0.36304,0,2388.0
0.51636,0.48352,0,2835.0
0.60864,0.39148,0,3093.0
0.69727,0.30273,0,3093.0
0.70801,0.29199,0,2750.0
0.7168,0.2832,0,3288.0
0.62891,0.37134,0,2484.0
0.43872,0.56128,1,3793.0
0.74976,0.25024,0,3698.0
0.74072,0.25928,0,3157.0
0.62305,0.37695,0,3090.0
0.74683,0.2533,0,3826.0
0.36548,0.63477,1,2362.0
0.66528,0.33472,0,2303.0
0.53809,0.46167,0,3042.0
0.77148,0.22845,0,3351.0
0.76245,0.23767,0,3592.0
0.73145,0.26868,0,3790.0
0.68237,0.31775,0,2672.0
0.66479,0.33521,0,2014.0
0.57812,0.42212,0,3673.0
0.54053,0.45923,0,2124.0
0.44714,0.55273,1,2871.0
0.71875,0.28125,0,3399.0
0.43176,0.56836,1,3255.0
0.73755,0.26245,0,2476.0
0.40442,0.59546,1,3812.0
0.49683,0.50342,1,2850.0
0.61572,0.3844,0,3000.0
0.40515,0.59473,1,3839.0
0.39978,0.6001,1,3380.0
0.45654,0.54346,1,3534.0
0.48022,0.51978,1,3755.0
0.5459,0.4541,0,2565.0
0.50171,0.49805,0,2860.0
0.72241,0.27759,0,3348.0
0.57178,0.42834,0,2463.0
0.802,0.19806,0,3264.0
0.68799,0.31213,0,3415.0
0.34155,0.65869,1,2671.0
0.56152,0.43848,0,3341.0
0.6709,0.32898,0,2744.0
0.70825,0.29175,0,3128.0
0.677,0.32275,0,3851.0
0.448,0.55176,1,3533.0
0.41748,0.58252,1,3039.0
0.70239,0.29761,0,2423.0
0.42896,0.5708,1,3481.0
0.35229,0.64746,1,2576.0
0.65942,0.34045,0,2045.0
0.71997,0.28003,0,3571.0
0.60059,0.39941,0,2702.0
0.43225,0.56787,1,3340.0
0.63379,0.36633,0,3085.0
0.65454,0.34546,0,3580.0
0.61792,0.38196,0,3320.0
0.40564,0.59424,1,2833.0
0.69287,0.30713,0,3246.0
0.63281,0.36731,0,3791.0
0.50757,0.49231,0,3505.0
0.42371,0.57642,1,3014.0
0.47046,0.52954,1,3330.0
0.41125,0.58862,1,2958.0
0.44702,0.55298,1,2825.0
0.76196,0.23816,0,2099.0
0.38025,0.61987,1,3247.0
0.39563,0.60425,1,3501.0
0.3772,0.62305,1,3390.0
0.75659,0.24323,0,2029.0
0.34888,0.65112,1,2710.0
0.39612,0.604,1,2982.0
0.66235,0.33789,0,2307.0
0.46533,0.53442,1,2199.0
0.64478,0.3551,0,2917.0
0.45093,0.54883,1,3598.0
0.73853,0.26135,0,2073.0
0.57324,0.42676,0,3706.0
0.67065,0.32947,0,3617.0
0.41821,0.58203,1,3122.0
0.4657,0.53442,1,2624.0
0.65381,0.34631,0,2237.0
0.41675,0.58325,1,3833.0
0.42871,0.57129,1,3228.0
0.76538,0.23468,0,2153.0
0.70068,0.29932,0,2304.0
0.62012,0.38013,0,3403.0
0.78247,0.21741,0,3635.0
0.59937,0.40051,0,2523.0
0.43542,0.56421,1,3821.0
0.80176,0.1983,0,2224.0
0.66504,0.33508,0,3241.0
0.52466,0.47546,0,3054.0
0.69043,0.30933,0,2224.0
0.60425,0.39587,0,3298.0
0.51318,0.48682,0,2898.0
0.67627,0.32385,0,2276.0
0.46948,0.53076,1,2293.0
0.55615,0.44373,0,3508.0
0.53296,0.46704,0,2948.0
0.49402,0.5061,1,2337.0
0.47656,0.52344,1,3314.0
0.70532,0.29456,0,2512.0
0.49316,0.50684,1,2451.0
0.40735,0.59253,1,3293.0
0.40674,0.59326,1,2716.0
0.80371,0.19629,0,2478.0
0.4325,0.56763,1,3306.0
0.69727,0.30273,0,2632.0
0.42529,0.57446,1,3596.0
0.6897,0.31006,0,3101.0
0.66284,0.33691,0,2830.0
0.64648,0.35339,0,2922.0
0.32837,0.67163,1,3163.0
0.41003,0.58984,1,2907.0
0.349,0.65088,1,3186.0
0.37622,0.62378,1,2734.0
0.41943,0.58081,1,2601.0
0.70215,0.29773,0,2685.0
0.41125,0.58862,1,2021.0
0.71875,0.28113,0,2103.0
0.73755,0.26233,0,3564.0
0.625,0.37512,0,2778.0
0.62158,0.3783,0,2687.0
0.677,0.32288,0,2401.0
0.64185,0.35815,0,2349.0
0.35181,0.64819,1,2502.0
0.67236,0.32739,0,2232.0
0.66016,0.33984,0,3255.0
0.39062,0.60938,1,3036.0
0.3208,0.67896,1,2261.0
0.6394,0.36047,0,3190.0
0.7334,0.26624,0,2447.0
0.66357,0.33655,0,3804.0
0.76416,0.23608,0,2550.0
0.3855,0.61475,1,2305.0
0.70679,0.29346,0,3020.0
0.37207,0.62817,1,2541.0
0.69141,0.30859,0,3415.0
0.43542,0.56445,1,2781.0
0.40454,0.59521,1,2725.0
0.76904,0.23071,0,3788.0
0.67969,0.32043,0,2953.0
0.43018,0.56982,1,3598.0
0.71802,0.28223,0,2046.0
0.65503,0.34497,0,2149.0
0.45947,0.54053,1,2765.0
0.4281,0.57178,1,3359.0
0.39612,0.604,1,3559.0
0.42627,0.57397,1,2272.0
0.62451,0.37573,0,2299.0
0.60034,0.39954,0,3787.0
0.3833,0.6167,1,3277.0
0.37488,0.625,1,3682.0
0.38098,0.6189,1,2959.0
0.62939,0.37048,0,2015.0
0.76978,0.23035,0,2882.0
0.36707,0.63306,1,3688.0
0.46704,0.53296,1,2680.0
0.49072,0.50928,1,2071.0
0.46155,0.53833,1,2091.0
0.6123,0.38757,0,3170.0
0.64404,0.35583,0,3602.0
0.51221,0.48792,0,3311.0
0.78174,0.21826,0,2637.0
0.64868,0.35132,0,2933.0
0.59814,0.40161,0,3418.0
0.72168,0.27832,0,2965.0
0.75562,0.24445,0,2036.0
0.49683,0.50342,1,3346.0
0.64258,0.3573,0,2463.0
0.42371,0.57642,1,3016.0
0.40649,0.59326,1,3135.0
0.39331,0.60693,1,2400.0
0.4845,0.51538,1,3186.0
0.36499,0.63501,1,2777.0
0.63037,0.36987,0,2524.0
0.42249,0.57715,1,3148.0
0.65771,0.34229,0,2825.0
0.75317,0.24695,0,2562.0
0.43347,0.56665,1,2107.0
0.4386,0.56128,1,2919.0
0.50781,0.49194,0,2887.0
0.3689,0.63135,1,2786.0
0.66943,0.33069,0,3740.0
0.4469,0.55322,1,3565.0
0.7688,0.23132,0,2218.0
0.44653,0.55371,1,2469.0
0.36621,0.63354,1,2232.0
0.41907,0.58081,1,2958.0
0.38062,0.61938,1,3836.0
0.66675,0.33325,0,3279.0
0.62012,0.38013,0,3826.0
0.61426,0.38562,0,3866.0
0.40308,0.59668,1,2943.0
0.62305,0.37708,0,2644.0
0.37439,0.62573,1,3142.0
0.4093,0.59058,1,3770.0
0.39392,0.60596,1,3038.0
0.72803,0.27197,0,3452.0
0.69995,0.30017,0,2320.0
0.71265,0.28735,0,3519.0
0.6311,0.36865,0,3269.0
0.75903,0.24097,0,3306.0
0.64795,0.35205,0,2293.0
0.36047,0.63965,1,2113.0
0.64233,0.35742,0,3343.0
0.56836,0.43164,0,3306.0
0.61963,0.38037,0,2628.0
0.69141,0.30859,0,3413.0
0.67822,0.32178,0,3394.0
