probability_0,probability_1,classification,clock_cycles
0.688,0.312,0,958.0
0.594,0.422,0,870.0
0.625,0.391,0,964.0
0.781,0.203,0,581.0
0.688,0.312,0,649.0
0.656,0.359,0,891.0
0.688,0.344,0,609.0
0.719,0.297,0,914.0
0.656,0.375,0,656.0
0.656,0.328,0,811.0
0.438,0.531,1,879.0
0.406,0.594,1,934.0
0.656,0.375,0,752.0
0.375,0.625,1,663.0
0.625,0.391,0,1719.0
0.531,0.484,0,892.0
0.375,0.625,1,843.0
0.375,0.625,1,1114.0
0.422,0.562,1,759.0
0.453,0.562,1,834.0
0.719,0.281,0,821.0
0.688,0.344,0,1010.0
0.422,0.594,1,757.0
0.719,0.297,0,793.0
0.391,0.625,1,578.0
0.719,0.297,0,808.0
0.781,0.25,0,624.0
0.375,0.625,1,589.0
0.844,0.164,0,979.0
0.781,0.203,0,994.0
0.422,0.562,1,867.0
0.656,0.375,0,913.0
0.625,0.391,0,54.0
0.406,0.594,1,884.0
0.375,0.625,1,671.0
0.75,0.234,0,982.0
0.484,0.531,1,887.0
0.375,0.625,1,854.0
0.375,0.625,1,1790.0
0.688,0.344,0,965.0
0.688,0.312,0,1461.0
0.438,0.531,1,741.0
0.422,0.594,1,969.0
0.719,0.281,0,639.0
0.344,0.625,1,732.0
0.422,0.594,1,162.0
0.359,0.625,1,905.0
0.594,0.375,0,982.0
0.656,0.359,0,920.0
0.531,0.484,0,833.0
0.625,0.391,0,1006.0
0.719,0.297,0,892.0
0.719,0.297,0,838.0
0.719,0.281,0,992.0
0.594,0.375,0,843.0
0.453,0.562,1,693.0
0.781,0.25,0,1003.0
0.75,0.25,0,601.0
0.625,0.391,0,601.0
0.781,0.25,0,876.0
0.359,0.625,1,834.0
0.688,0.344,0,971.0
0.531,0.469,0,760.0
0.781,0.203,0,907.0
0.781,0.25,0,939.0
0.75,0.25,0,680.0
0.688,0.312,0,729.0
0.688,0.344,0,724.0
0.594,0.422,0,759.0
0.531,0.469,0,795.0
0.453,0.562,1,865.0
0.719,0.281,0,924.0
0.422,0.562,1,801.0
0.75,0.25,0,651.0
0.406,0.594,1,1011.0
0.5,0.5,0,861.0
0.625,0.391,0,831.0
0.406,0.594,1,952.0
0.375,0.625,1,619.0
0.453,0.562,1,937.0
0.484,0.531,1,940.0
0.562,0.469,0,566.0
0.5,0.5,0,816.0
0.719,0.281,0,864.0
0.594,0.422,0,864.0
0.812,0.188,0,710.0
0.688,0.312,0,855.0
0.344,0.656,1,984.0
0.562,0.453,0,736.0
0.656,0.328,0,864.0
0.719,0.297,0,699.0
0.656,0.328,0,823.0
0.453,0.562,1,686.0
0.422,0.594,1,60.0
0.719,0.297,0,966.0
0.422,0.562,1,632.0
0.344,0.625,1,579.0
0.688,0.344,0,797.0
0.719,0.281,0,703.0
0.594,0.391,0,788.0
0.422,0.594,1,753.0
0.656,0.359,0,1024.0
0.625,0.344,0,914.0
0.625,0.391,0,867.0
0.375,0.625,1,814.0
0.719,0.297,0,995.0
0.625,0.375,0,878.0
0.5,0.484,0,936.0
0.453,0.562,1,971.0
0.484,0.531,1,1240.0
0.406,0.594,1,681.0
0.453,0.562,1,753.0
0.781,0.227,0,907.0
0.375,0.656,1,891.0
0.375,0.625,1,905.0
0.375,0.625,1,852.0
0.781,0.227,0,825.0
0.359,0.625,1,766.0
0.375,0.625,1,811.0
0.688,0.344,0,991.0
0.484,0.531,1,929.0
0.656,0.375,0,940.0
0.453,0.562,1,915.0
0.75,0.234,0,930.0
0.594,0.422,0,925.0
0.656,0.328,0,730.0
0.422,0.594,1,890.0
0.438,0.531,1,982.0
0.688,0.344,0,789.0
0.422,0.594,1,592.0
0.406,0.594,1,974.0
0.781,0.227,0,932.0
0.719,0.297,0,659.0
0.594,0.375,0,844.0
0.781,0.203,0,844.0
0.594,0.391,0,924.0
0.453,0.562,1,895.0
0.812,0.18,0,787.0
0.688,0.344,0,628.0
0.531,0.484,0,1018.0
0.688,0.312,0,683.0
0.625,0.391,0,942.0
0.5,0.5,0,671.0
0.656,0.328,0,708.0
0.484,0.531,1,690.0
0.562,0.453,0,668.0
0.531,0.484,0,789.0
0.5,0.5,0,818.0
0.484,0.531,1,668.0
0.719,0.281,0,655.0
0.5,0.5,0,821.0
0.406,0.594,1,973.0
0.406,0.594,1,978.0
0.812,0.18,0,723.0
0.422,0.594,1,698.0
0.719,0.297,0,822.0
0.422,0.594,1,853.0
0.688,0.312,0,1564.0
0.688,0.344,0,960.0
0.625,0.344,0,698.0
0.344,0.656,1,746.0
0.375,0.625,1,753.0
0.359,0.625,1,987.0
0.375,0.656,1,619.0
0.422,0.594,1,668.0
0.719,0.297,0,585.0
0.422,0.594,1,832.0
0.719,0.281,0,798.0
0.75,0.25,0,682.0
0.625,0.391,0,677.0
0.594,0.375,0,843.0
0.688,0.312,0,854.0
0.656,0.359,0,690.0
0.359,0.625,1,729.0
0.688,0.312,0,630.0
0.688,0.344,0,712.0
0.375,0.625,1,606.0
0.297,0.688,1,920.0
0.656,0.359,0,812.0
0.719,0.281,0,722.0
0.688,0.344,0,746.0
0.781,0.227,0,761.0
0.375,0.625,1,969.0
0.719,0.281,0,824.0
0.359,0.625,1,796.0
0.688,0.312,0,790.0
0.453,0.562,1,856.0
0.375,0.625,1,630.0
0.781,0.227,0,612.0
0.688,0.312,0,1337.0
0.422,0.594,1,819.0
0.719,0.281,0,679.0
0.656,0.375,0,819.0
0.453,0.562,1,1012.0
0.422,0.594,1,774.0
0.375,0.625,1,568.0
0.422,0.594,1,767.0
0.625,0.391,0,687.0
0.594,0.391,0,687.0
0.375,0.625,1,1570.0
0.375,0.625,1,71.0
0.375,0.625,1,572.0
0.656,0.359,0,598.0
0.781,0.227,0,733.0
0.375,0.656,1,840.0
0.453,0.562,1,720.0
0.438,0.531,1,720.0
0.438,0.531,1,913.0
0.625,0.391,0,896.0
0.625,0.344,0,766.0
0.531,0.484,0,1000.0
0.812,0.188,0,989.0
0.625,0.344,0,720.0
0.594,0.391,0,586.0
0.719,0.281,0,677.0
0.781,0.227,0,688.0
0.5,0.5,0,655.0
0.656,0.359,0,894.0
0.406,0.594,1,1036.0
0.375,0.625,1,572.0
0.375,0.625,1,787.0
0.484,0.531,1,613.0
0.391,0.625,1,592.0
0.656,0.359,0,988.0
0.422,0.594,1,851.0
0.688,0.344,0,609.0
0.781,0.25,0,616.0
0.422,0.594,1,628.0
0.453,0.562,1,653.0
0.5,0.484,0,935.0
0.391,0.625,1,956.0
0.656,0.328,0,1014.0
0.453,0.562,1,780.0
0.781,0.227,0,956.0
0.422,0.562,1,868.0
0.391,0.625,1,595.0
0.422,0.594,1,874.0
0.375,0.625,1,712.0
0.688,0.344,0,617.0
0.625,0.375,0,575.0
0.625,0.391,0,780.0
0.375,0.625,1,592.0
0.594,0.375,0,848.0
0.375,0.625,1,686.0
0.406,0.594,1,852.0
0.375,0.625,1,682.0
0.719,0.281,0,794.0
0.719,0.297,0,976.0
0.719,0.281,0,706.0
0.625,0.375,0,658.0
