probability_0,probability_1,classification,clock_cycles
0.68848,0.31201,0,1020.0
0.57324,0.42725,0,1457.0
0.60449,0.39502,0,1255.0
0.7793,0.21997,0,1547.0
0.69238,0.30713,0,1102.0
0.63281,0.36621,0,1280.0
0.66504,0.33545,0,1053.0
0.69336,0.30615,0,926.0
0.63867,0.36182,0,1431.0
0.67578,0.32422,0,1406.0
0.46777,0.53223,1,1563.0
0.4082,0.5918,1,1250.0
0.64648,0.354,0,1020.0
0.41406,0.58691,1,971.0
0.6084,0.39062,0,1642.0
0.52441,0.47461,0,952.0
0.40186,0.59766,1,1080.0
0.3999,0.59961,1,1560.0
0.44043,0.55859,1,1141.0
0.44434,0.55566,1,1217.0
0.7207,0.27979,0,1021.0
0.6582,0.34082,0,1390.0
0.4209,0.5791,1,1399.0
0.72168,0.27832,0,958.0
0.35156,0.64844,1,1004.0
0.69238,0.30713,0,1004.0
0.74219,0.2583,0,1320.0
0.40137,0.59863,1,1269.0
0.82031,0.17944,0,1016.0
0.77148,0.229,0,1606.0
0.43555,0.56445,1,1199.0
0.64941,0.35059,0,1003.0
0.61133,0.38867,0,1277.0
0.40967,0.58984,1,1034.0
0.39307,0.60645,1,1469.0
0.74023,0.25977,0,1529.0
0.47607,0.52441,1,1026.0
0.40381,0.59668,1,1646.0
0.40186,0.59766,1,1395.0
0.66406,0.33643,0,1287.0
0.68359,0.31543,0,1055.0
0.4502,0.5498,1,1286.0
0.42676,0.57422,1,1001.0
0.71289,0.28711,0,1363.0
0.33594,0.66406,1,1123.0
0.41504,0.58594,1,1100.0
0.35742,0.6416,1,1175.0
0.61523,0.38428,0,1157.0
0.6377,0.36328,0,1417.0
0.5166,0.48438,0,1179.0
0.60938,0.39062,0,1434.0
0.69629,0.30273,0,1377.0
0.70801,0.29199,0,1442.0
0.7168,0.2832,0,1389.0
0.62891,0.37061,0,1431.0
0.43457,0.56543,1,1585.0
0.75,0.24951,0,916.0
0.73926,0.25928,0,962.0
0.62305,0.37598,0,1298.0
0.74707,0.25293,0,1329.0
0.36426,0.63574,1,1300.0
0.66406,0.33496,0,1560.0
0.53711,0.46338,0,1393.0
0.77148,0.229,0,1441.0
0.76367,0.23633,0,1428.0
0.73145,0.26855,0,1147.0
0.68164,0.31787,0,996.0
0.66406,0.33594,0,1502.0
0.57617,0.42236,0,933.0
0.54004,0.45996,0,1533.0
0.44336,0.55664,1,1175.0
0.71875,0.28174,0,952.0
0.42969,0.57129,1,1354.0
0.73828,0.26221,0,1568.0
0.40576,0.59473,1,1261.0
0.49658,0.50293,1,900.0
0.61523,0.38428,0,1286.0
0.40674,0.59473,1,1462.0
0.40088,0.59863,1,903.0
0.45361,0.54688,1,918.0
0.47803,0.52148,1,943.0
0.54395,0.45557,0,1486.0
0.50195,0.49805,0,1198.0
0.72266,0.27734,0,1058.0
0.56934,0.42969,0,1179.0
0.80176,0.19873,0,1098.0
0.6875,0.31299,0,1251.0
0.33936,0.66016,1,885.0
0.56055,0.43896,0,920.0
0.6709,0.32861,0,1615.0
0.70898,0.29102,0,1563.0
0.67773,0.32275,0,1282.0
0.44482,0.55566,1,1236.0
0.41797,0.58105,1,1132.0
0.70215,0.29785,0,1019.0
0.42627,0.57422,1,1137.0
0.35156,0.64844,1,1377.0
0.65918,0.34082,0,955.0
0.7207,0.27979,0,945.0
0.60059,0.3999,0,1389.0
0.42676,0.57324,1,957.0
0.63477,0.36523,0,1403.0
