probability_0,probability_1,classification,clock_cycles
0.68652,0.31348,0,615.0
0.57324,0.42725,0,642.0
0.60449,0.39502,0,731.0
0.76953,0.22925,0,591.0
0.69043,0.30908,0,528.0
0.63281,0.36621,0,586.0
0.66504,0.33545,0,772.0
0.69238,0.30811,0,620.0
0.63867,0.36182,0,735.0
0.6748,0.32568,0,569.0
0.46777,0.53223,1,629.0
0.40039,0.59961,1,508.0
0.64648,0.354,0,651.0
0.40723,0.59277,1,743.0
0.6084,0.39062,0,591.0
0.52441,0.47461,0,672.0
0.39258,0.60742,1,672.0
0.39014,0.61035,1,571.0
0.44043,0.55859,1,708.0
0.44434,0.55566,1,702.0
0.7168,0.2832,0,779.0
0.6582,0.34082,0,479.0
0.41553,0.58398,1,682.0
0.71777,0.28223,0,692.0
0.31934,0.68066,1,628.0
0.69043,0.30908,0,781.0
0.73633,0.26367,0,734.0
0.39111,0.60938,1,646.0
0.80469,0.19458,0,650.0
0.7627,0.23755,0,459.0
0.43555,0.56445,1,706.0
0.64941,0.35059,0,666.0
0.61133,0.38867,0,651.0
0.40283,0.59766,1,626.0
0.37988,0.61914,1,749.0
0.73438,0.26465,0,578.0
0.47607,0.52441,1,733.0
0.39453,0.60547,1,704.0
0.39209,0.60742,1,546.0
0.66406,0.33643,0,600.0
0.68262,0.31689,0,482.0
0.4502,0.5498,1,583.0
0.42236,0.57715,1,606.0
0.70996,0.29004,0,506.0
0.28906,0.71094,1,621.0
0.40869,0.5918,1,630.0
0.33057,0.66992,1,535.0
0.61523,0.38428,0,592.0
0.6377,0.36328,0,575.0
0.5166,0.48438,0,496.0
0.60938,0.39062,0,480.0
0.69531,0.30469,0,732.0
0.70508,0.29443,0,797.0
0.71387,0.28613,0,521.0
0.62891,0.37061,0,735.0
0.43457,0.56543,1,596.0
0.74316,0.25537,0,452.0
0.73535,0.26465,0,603.0
0.62305,0.37598,0,483.0
0.74121,0.25928,0,588.0
0.3418,0.6582,1,467.0
0.66406,0.33496,0,721.0
0.53711,0.46338,0,586.0
0.7627,0.23755,0,679.0
0.75684,0.24414,0,631.0
0.72656,0.27344,0,754.0
0.68066,0.31934,0,611.0
0.66406,0.33594,0,557.0
0.57617,0.42236,0,600.0
0.54004,0.45996,0,748.0
0.44336,0.55664,1,673.0
0.71582,0.28467,0,536.0
0.42969,0.57129,1,665.0
0.7334,0.26758,0,750.0
0.39697,0.60254,1,714.0
0.49658,0.50293,1,486.0
0.61523,0.38428,0,475.0
0.39844,0.60254,1,622.0
0.3916,0.60938,1,611.0
0.45361,0.54688,1,631.0
0.47803,0.52148,1,769.0
0.54395,0.45557,0,576.0
0.50195,0.49805,0,639.0
0.71875,0.28125,0,759.0
0.56934,0.42969,0,593.0
0.78906,0.21118,0,591.0
0.68555,0.31445,0,514.0
0.29736,0.70312,1,766.0
0.56055,0.43896,0,587.0
0.66992,0.33008,0,776.0
0.70605,0.29395,0,630.0
0.67578,0.32373,0,583.0
0.44482,0.55566,1,521.0
0.41309,0.58691,1,600.0
0.7002,0.2998,0,749.0
0.42627,0.57422,1,762.0
0.31982,0.68066,1,621.0
0.65918,0.34082,0,590.0
0.7168,0.2832,0,710.0
0.60059,0.3999,0,605.0
0.42676,0.57324,1,592.0
0.63477,0.36523,0,658.0
0.65332,0.3457,0,679.0
0.61914,0.38037,0,478.0
0.39844,0.60156,1,528.0
0.69141,0.30859,0,483.0
0.63379,0.36719,0,481.0
0.50781,0.49268,0,674.0
0.41992,0.58008,1,545.0
0.46777,0.53125,1,642.0
0.40527,0.5957,1,762.0
0.44336,0.55664,1,487.0
0.75586,0.24438,0,570.0
0.36621,0.63281,1,694.0
0.38672,0.61426,1,511.0
0.36035,0.63965,1,442.0
0.75,0.25049,0,467.0
0.3125,0.6875,1,659.0
0.38672,0.61426,1,765.0
0.66113,0.33838,0,717.0
0.46338,0.53711,1,521.0
0.64551,0.35498,0,493.0
0.44775,0.55273,1,537.0
0.7334,0.2666,0,679.0
0.57129,0.4292,0,457.0
0.66992,0.33057,0,757.0
0.41309,0.58594,1,525.0
0.46289,0.53711,1,675.0
0.65332,0.34717,0,682.0
0.41211,0.58887,1,499.0
0.42627,0.57422,1,649.0
0.75781,0.24292,0,524.0
0.69824,0.30176,0,493.0
0.62109,0.37842,0,726.0
0.77148,0.22754,0,661.0
0.59863,0.40088,0,718.0
0.43066,0.57031,1,524.0
0.78906,0.21118,0,504.0
0.66406,0.33594,0,474.0
0.52441,0.47559,0,655.0
0.68848,0.31201,0,695.0
0.60254,0.39648,0,488.0
0.51367,0.4873,0,567.0
0.67578,0.3252,0,510.0
0.4668,0.53223,1,598.0
0.55566,0.44385,0,746.0
0.53125,0.46875,0,484.0
0.49463,0.50586,1,599.0
0.4751,0.52441,1,684.0
0.70312,0.29688,0,684.0
0.49365,0.50684,1,510.0
0.40039,0.59863,1,632.0
0.40039,0.60059,1,581.0
0.79102,0.20972,0,504.0
0.42773,0.57324,1,707.0
0.69434,0.30469,0,487.0
0.42139,0.57715,1,684.0
0.6875,0.31201,0,761.0
0.66211,0.3374,0,699.0
0.64648,0.35303,0,684.0
0.2666,0.73242,1,609.0
0.4043,0.5957,1,652.0
0.31494,0.68555,1,641.0
0.35938,0.64062,1,636.0
0.41602,0.58496,1,788.0
0.7002,0.2998,0,754.0
0.40527,0.59473,1,520.0
0.71582,0.28467,0,672.0
0.73242,0.2666,0,725.0
0.62598,0.37451,0,722.0
0.62305,0.37744,0,532.0
0.67578,0.32373,0,510.0
0.64258,0.35791,0,730.0
0.31885,0.68164,1,524.0
0.6709,0.32861,0,685.0
0.65918,0.33984,0,649.0
0.37939,0.62109,1,528.0
0.24756,0.75195,1,669.0
0.63965,0.36035,0,566.0
0.72949,0.27002,0,690.0
0.66309,0.3374,0,694.0
0.75781,0.24243,0,600.0
0.37354,0.62695,1,541.0
0.7041,0.29541,0,661.0
0.35205,0.64746,1,726.0
0.69043,0.30957,0,603.0
0.43066,0.57031,1,677.0
0.39795,0.60156,1,566.0
0.76172,0.23901,0,695.0
0.67773,0.32129,0,778.0
0.42676,0.57227,1,537.0
0.71484,0.28564,0,492.0
0.65527,0.3457,0,639.0
0.45703,0.54199,1,674.0
0.4248,0.57422,1,495.0
0.38672,0.61426,1,483.0
0.42334,0.57617,1,731.0
0.62598,0.37451,0,606.0
0.59863,0.40039,0,687.0
0.36865,0.63184,1,479.0
0.35742,0.64258,1,545.0
0.36621,0.63281,1,534.0
0.63086,0.37012,0,681.0
0.76074,0.23853,0,734.0
0.34326,0.65625,1,762.0
0.46436,0.53516,1,459.0
0.4917,0.50781,1,508.0
0.45947,0.54004,1,572.0
0.61328,0.38721,0,470.0
0.64453,0.35596,0,545.0
0.51172,0.48828,0,530.0
0.77246,0.22803,0,696.0
0.64844,0.35156,0,530.0
0.59766,0.40186,0,563.0
0.71777,0.28174,0,617.0
0.75,0.24951,0,666.0
0.49658,0.50293,1,539.0
0.64258,0.35645,0,491.0
0.41943,0.58008,1,772.0
0.3999,0.59961,1,559.0
0.3833,0.61719,1,474.0
0.48584,0.51465,1,540.0
0.34082,0.65918,1,561.0
0.63086,0.36963,0,544.0
0.41797,0.58203,1,639.0
0.65723,0.34229,0,602.0
0.74707,0.25244,0,741.0
0.42871,0.57227,1,605.0
0.43457,0.56543,1,538.0
0.50781,0.49268,0,739.0
0.34814,0.65234,1,744.0
0.66895,0.33154,0,736.0
0.44336,0.55664,1,553.0
0.76074,0.23975,0,577.0
0.44287,0.55664,1,499.0
0.34424,0.65625,1,495.0
0.41455,0.58594,1,679.0
0.36523,0.63477,1,737.0
0.66504,0.33398,0,610.0
0.62109,0.37842,0,649.0
0.61426,0.38525,0,741.0
0.39551,0.60449,1,708.0
0.62402,0.37549,0,726.0
0.35645,0.64355,1,711.0
0.40332,0.59668,1,535.0
0.38428,0.61523,1,731.0
0.72461,0.27588,0,557.0
0.69727,0.30225,0,555.0
0.70996,0.29004,0,708.0
0.63184,0.36816,0,668.0
0.75293,0.24731,0,794.0
0.64746,0.35205,0,638.0
0.33301,0.66699,1,486.0
0.64355,0.35742,0,767.0
0.56543,0.43408,0,737.0
0.62207,0.37891,0,652.0
0.69043,0.31006,0,517.0
0.67676,0.32324,0,648.0
0.49268,0.50781,1,650.0
0.36084,0.63965,1,585.0
0.66309,0.3374,0,731.0
0.67383,0.32617,0,724.0
0.66016,0.34033,0,676.0
0.42334,0.57617,1,636.0
0.43359,0.56641,1,599.0
