probability_0,probability_1,classification,clock_cycles
0.68765306,0.31234694,0,613.0
0.57490551,0.42509437,0,773.0
0.60575068,0.39424938,0,811.0
0.77074611,0.22925398,0,752.0
0.69005752,0.3099426,0,562.0
0.63255107,0.36744905,0,863.0
0.66476822,0.33523172,0,655.0
0.69081664,0.30918342,0,529.0
0.63737965,0.36262029,0,512.0
0.67422652,0.32577342,0,537.0
0.46920311,0.53079689,1,521.0
0.40055531,0.59944463,1,806.0
0.64574361,0.35425639,0,610.0
0.4079212,0.59207892,1,813.0
0.60842443,0.39157563,0,735.0
0.52519035,0.47480965,0,838.0
0.39311898,0.60688102,1,641.0
0.39014441,0.60985553,1,769.0
0.44352061,0.55647945,1,561.0
0.4466216,0.55337846,1,619.0
0.71635771,0.28364235,0,838.0
0.65834188,0.34165806,0,716.0
0.41569895,0.58430088,1,628.0
0.71732211,0.28267783,0,652.0
0.31979573,0.68020427,1,605.0
0.68977523,0.31022465,0,861.0
0.73575103,0.26424897,0,776.0
0.39104468,0.60895526,1,745.0
0.80476618,0.19523376,0,831.0
0.7624588,0.23754126,0,699.0
0.43833238,0.56166768,1,736.0
0.64920235,0.35079759,0,518.0
0.61072397,0.38927591,0,772.0
0.40271533,0.59728467,1,855.0
0.37994915,0.62005079,1,626.0
0.73419988,0.26580006,0,561.0
0.47711098,0.52288902,1,842.0
0.39524126,0.60475874,1,812.0
0.39228511,0.60771489,1,593.0
0.66348898,0.33651114,0,533.0
0.68304968,0.31695032,0,799.0
0.4526093,0.54739058,1,811.0
0.42263508,0.57736492,1,571.0
0.70978796,0.29021204,0,687.0
0.28947169,0.71052825,1,880.0
0.40909243,0.59090769,1,598.0
0.33197343,0.66802657,1,541.0
0.61543822,0.38456184,0,668.0
0.6366514,0.36334872,0,779.0
0.51651764,0.48348242,0,857.0
0.60851097,0.39148909,0,562.0
0.69480872,0.30519116,0,747.0
0.70510793,0.29489207,0,527.0
0.71338665,0.28661329,0,743.0
0.62861192,0.37138808,0,724.0
0.43683326,0.56316674,1,799.0
0.74336183,0.25663805,0,681.0
0.73516965,0.26483029,0,663.0
0.62283468,0.37716526,0,802.0
0.7405808,0.25941932,0,523.0
0.34271061,0.65728939,1,536.0
0.66436398,0.33563602,0,572.0
0.53806496,0.46193492,0,529.0
0.76269877,0.23730117,0,719.0
0.75463855,0.24536133,0,726.0
0.7266438,0.27335614,0,723.0
0.68079877,0.31920123,0,755.0
0.66384947,0.33615053,0,545.0
0.57809484,0.4219051,0,635.0
0.54074323,0.45925683,0,573.0
0.44595128,0.5540489,1,824.0
0.7151159,0.28488404,0,694.0
0.42912525,0.57087469,1,734.0
0.73211551,0.26788455,0,712.0
0.39739203,0.60260797,1,781.0
0.49657071,0.50342917,1,639.0
0.6154139,0.38458604,0,703.0
0.39818704,0.60181284,1,796.0
0.39173639,0.60826361,1,714.0
0.45560485,0.54439509,1,838.0
0.47991908,0.52008092,1,507.0
0.54586709,0.45413291,0,581.0
0.50184417,0.49815589,0,562.0
0.71838009,0.28161991,0,579.0
0.57166076,0.42833918,0,600.0
0.78884554,0.2111544,0,764.0
0.68610799,0.31389201,0,627.0
0.2980569,0.70194304,1,776.0
0.56159353,0.43840647,0,737.0
0.66983652,0.33016354,0,653.0
0.70536292,0.29463702,0,719.0
0.67575085,0.32424909,0,691.0
0.44683951,0.55316043,1,550.0
0.41298783,0.58701217,1,606.0
0.69990444,0.30009556,0,686.0
0.42621356,0.57378638,1,804.0
0.32037878,0.67962122,1,805.0
0.6586591,0.34134078,0,585.0
0.71625829,0.28374171,0,628.0
0.60063136,0.3993687,0,613.0
0.42972147,0.57027841,1,806.0
0.63355696,0.36644292,0,487.0
0.65386796,0.34613198,0,627.0
0.61785746,0.38214254,0,594.0
0.3990531,0.60094702,1,726.0
0.69085979,0.30914021,0,551.0
0.63249528,0.36750484,0,638.0
0.50768828,0.49231178,0,782.0
0.42003816,0.5799619,1,546.0
0.4699958,0.53000426,1,647.0
0.4058677,0.59413218,1,703.0
0.44574922,0.55425084,1,861.0
0.75436175,0.24563816,0,528.0
0.36535138,0.63464856,1,641.0
0.38659567,0.61340427,1,605.0
0.36061633,0.63938355,1,562.0
0.74955142,0.2504487,0,829.0
0.31348866,0.68651128,1,701.0
0.38697082,0.61302924,1,847.0
0.66125596,0.33874416,0,525.0
0.46502304,0.53497696,1,633.0
0.64437091,0.35562915,0,586.0
0.44970262,0.55029738,1,773.0
0.73323071,0.26676923,0,620.0
0.5731169,0.4268831,0,658.0
0.66945076,0.33054918,0,631.0
0.41386509,0.58613503,1,622.0
0.46511471,0.53488529,1,793.0
0.65303624,0.34696376,0,521.0
0.41228008,0.58771992,1,601.0
0.42590767,0.57409239,1,636.0
0.75724304,0.24275705,0,816.0
0.69825363,0.30174637,0,537.0
0.61988997,0.38011014,0,644.0
0.77218699,0.22781304,0,628.0
0.59925556,0.40074444,0,709.0
0.43331921,0.56668079,1,709.0
0.78838944,0.21161067,0,544.0
0.66401947,0.33598053,0,746.0
0.52468169,0.47531825,0,648.0
0.68868351,0.31131637,0,725.0
0.60392046,0.39607972,0,533.0
0.51322079,0.48677927,0,681.0
0.67493439,0.32506555,0,731.0
0.46911633,0.53088367,1,696.0
0.55629122,0.44370878,0,677.0
0.53300786,0.46699214,0,730.0
0.49381781,0.50618219,1,747.0
0.47619224,0.52380776,1,741.0
0.70274067,0.29725933,0,592.0
0.49305969,0.50694036,1,784.0
0.40106767,0.59893227,1,527.0
0.40036052,0.59963953,1,566.0
0.79020071,0.20979926,0,726.0
0.42997813,0.57002187,1,542.0
0.69483781,0.30516213,0,804.0
0.42205876,0.57794118,1,754.0
0.68804026,0.31195974,0,556.0
0.66206121,0.33793873,0,865.0
0.64608443,0.35391557,0,820.0
0.26824623,0.73175383,1,561.0
0.40441871,0.59558141,1,766.0
0.31413108,0.68586886,1,649.0
0.35942811,0.64057183,1,759.0
0.41522384,0.58477604,1,804.0
0.69974303,0.30025703,0,591.0
0.40583098,0.59416902,1,571.0
0.71533906,0.284661,0,654.0
0.73258209,0.26741785,0,865.0
0.62460887,0.37539124,0,829.0
0.62151933,0.37848067,0,816.0
0.67589331,0.32410681,0,580.0
0.64143586,0.35856414,0,775.0
0.31918997,0.68080997,1,890.0
0.67140019,0.32859975,0,665.0
0.65940559,0.34059447,0,747.0
0.37986702,0.62013292,1,523.0
0.24845108,0.75154889,1,791.0
0.63908851,0.36091143,0,804.0
0.7287674,0.27123266,0,817.0
0.66256583,0.33743411,0,761.0
0.75607276,0.24392712,0,806.0
0.37306499,0.62693489,1,818.0
0.70386982,0.29613024,0,669.0
0.3530618,0.6469382,1,772.0
0.689381,0.31061912,0,672.0
0.43328184,0.5667181,1,681.0
0.397668,0.602332,1,559.0
0.76072705,0.23927301,0,730.0
0.67804945,0.32195055,0,648.0
0.42752719,0.57247281,1,559.0
0.71430361,0.28569639,0,710.0
0.65427613,0.34572387,0,832.0
0.45889741,0.54110253,1,582.0
0.42519253,0.57480752,1,750.0
0.38672495,0.61327505,1,676.0
0.42320454,0.57679534,1,852.0
0.6241889,0.37581104,0,687.0
0.6003567,0.39964336,0,640.0
0.36987716,0.63012278,1,766.0
0.35768676,0.64231324,1,552.0
0.36653519,0.63346469,1,585.0
0.62926674,0.3707332,0,681.0
0.76113367,0.23886636,0,759.0
0.3455956,0.6544044,1,803.0
0.46641272,0.53358722,1,549.0
0.49071544,0.5092845,1,813.0
0.46099979,0.53900015,1,551.0
0.61235321,0.38764691,0,851.0
0.64369512,0.35630482,0,495.0
0.51232684,0.48767322,0,812.0
0.77158737,0.22841263,0,726.0
0.64807868,0.35192126,0,745.0
0.59824622,0.40175384,0,538.0
0.71792328,0.28207666,0,782.0
0.7486707,0.2513293,0,547.0
0.49657071,0.50342917,1,531.0
0.64224064,0.35775936,0,585.0
0.41997725,0.58002281,1,615.0
0.40010357,0.59989655,1,539.0
0.38350302,0.61649692,1,553.0
0.4843533,0.5156467,1,591.0
0.34221053,0.65778947,1,515.0
0.6299113,0.37008876,0,639.0
0.41862005,0.58138001,1,841.0
0.65697587,0.34302419,0,724.0
0.74632394,0.25367606,0,831.0
0.43133283,0.56866717,1,706.0
0.43690467,0.56309545,1,617.0
0.50812054,0.4918794,0,725.0
0.34817719,0.65182281,1,708.0
0.66831779,0.33168215,0,704.0
0.44543743,0.55456257,1,755.0
0.7601825,0.23981747,0,803.0
0.445059,0.55494106,1,613.0
0.34446448,0.65553546,1,816.0
0.41496807,0.58503199,1,561.0
0.36589617,0.63410389,1,663.0
0.66571844,0.33428144,0,768.0
0.61971927,0.38028079,0,781.0
0.61422396,0.38577622,0,763.0
0.39567339,0.60432661,1,828.0
0.62286222,0.37713772,0,667.0
0.35649574,0.64350426,1,698.0
0.40340734,0.59659255,1,600.0
0.38438481,0.61561537,1,659.0
0.72365057,0.27634943,0,700.0
0.69739044,0.30260956,0,538.0
0.70953703,0.29046303,0,628.0
0.63108063,0.36891937,0,718.0
0.75154519,0.24845475,0,674.0
0.64739943,0.35260051,0,610.0
0.33408701,0.66591299,1,639.0
0.64213502,0.35786492,0,567.0
0.56828487,0.43171519,0,726.0
0.61958373,0.38041627,0,730.0
0.68947601,0.31052399,0,667.0
0.67688203,0.32311803,0,598.0
0.49213874,0.50786126,1,775.0
0.36209774,0.63790226,1,836.0
0.66272295,0.33727694,0,664.0
0.67365038,0.32634968,0,727.0
0.65974963,0.34025043,0,588.0
0.42349195,0.57650793,1,698.0
0.43610525,0.56389475,1,817.0
0.68184876,0.31815118,0,546.0
0.39726049,0.60273945,1,564.0
0.63662696,0.3633731,0,647.0
0.33728546,0.66271448,1,770.0
0.39597708,0.60402298,1,692.0
0.3998698,0.6001302,1,622.0
0.44242567,0.55757439,1,815.0
0.59359252,0.40640748,0,721.0
0.57490647,0.42509359,0,858.0
0.7624917,0.23750827,0,640.0
