probability_0,probability_1,classification,clock_cycles
0.688,0.312,0,445.0
0.594,0.422,0,487.0
0.625,0.391,0,789.0
0.781,0.25,0,504.0
0.656,0.328,0,390.0
0.656,0.359,0,437.0
0.656,0.344,0,526.0
0.688,0.312,0,361.0
0.656,0.375,0,514.0
0.656,0.328,0,520.0
0.453,0.531,1,455.0
0.422,0.562,1,406.0
0.656,0.375,0,482.0
0.422,0.594,1,496.0
0.625,0.391,0,411.0
0.531,0.484,0,497.0
0.422,0.594,1,509.0
0.422,0.594,1,794.0
0.453,0.562,1,493.0
0.453,0.562,1,439.0
0.719,0.297,0,463.0
0.656,0.344,0,486.0
0.453,0.562,1,515.0
0.688,0.312,0,452.0
0.438,0.562,1,453.0
0.688,0.312,0,369.0
0.75,0.281,0,460.0
0.422,0.594,1,511.0
0.781,0.219,0,473.0
0.75,0.25,0,431.0
0.453,0.562,1,559.0
0.656,0.375,0,340.0
0.625,0.391,0,327.0
0.422,0.562,1,473.0
0.422,0.594,1,434.0
0.75,0.266,0,543.0
0.484,0.531,1,532.0
0.422,0.594,1,496.0
0.422,0.594,1,483.0
0.656,0.344,0,432.0
0.656,0.328,0,1502.0
0.453,0.531,1,481.0
0.453,0.562,1,519.0
0.719,0.297,0,550.0
0.438,0.562,1,448.0
0.453,0.562,1,1443.0
0.438,0.562,1,498.0
0.594,0.375,0,420.0
0.656,0.359,0,341.0
0.531,0.484,0,501.0
0.625,0.391,0,484.0
0.688,0.312,0,562.0
0.688,0.312,0,450.0
0.719,0.297,0,411.0
0.594,0.375,0,350.0
0.453,0.562,1,505.0
0.75,0.281,0,1672.0
0.719,0.281,0,417.0
0.625,0.391,0,417.0
0.75,0.281,0,467.0
0.438,0.562,1,384.0
0.656,0.344,0,443.0
0.531,0.469,0,548.0
0.781,0.25,0,535.0
0.75,0.281,0,440.0
0.719,0.281,0,475.0
0.656,0.328,0,528.0
0.656,0.344,0,379.0
0.594,0.422,0,475.0
0.531,0.469,0,424.0
0.453,0.562,1,532.0
0.719,0.297,0,375.0
0.453,0.562,1,513.0
0.719,0.281,0,446.0
0.422,0.562,1,484.0
0.5,0.5,0,471.0
0.625,0.391,0,422.0
0.422,0.562,1,418.0
0.422,0.594,1,931.0
0.453,0.531,1,481.0
0.484,0.531,1,438.0
0.562,0.469,0,534.0
0.5,0.5,0,440.0
0.719,0.297,0,525.0
0.594,0.422,0,525.0
0.75,0.227,0,537.0
0.656,0.328,0,443.0
0.469,0.562,1,487.0
0.562,0.453,0,377.0
0.656,0.328,0,388.0
0.688,0.312,0,454.0
0.688,0.344,0,481.0
0.453,0.562,1,545.0
0.453,0.562,1,542.0
0.688,0.312,0,415.0
0.453,0.562,1,514.0
0.438,0.562,1,413.0
0.656,0.344,0,408.0
0.719,0.297,0,430.0
0.594,0.391,0,555.0
0.453,0.562,1,445.0
0.656,0.359,0,493.0
0.625,0.344,0,400.0
0.625,0.391,0,346.0
0.422,0.594,1,522.0
0.688,0.312,0,491.0
0.625,0.375,0,486.0
0.5,0.484,0,532.0
0.453,0.562,1,404.0
0.484,0.531,1,1368.0
0.422,0.562,1,442.0
0.453,0.562,1,450.0
0.719,0.25,0,465.0
0.438,0.594,1,492.0
0.422,0.594,1,336.0
0.438,0.594,1,527.0
0.719,0.25,0,449.0
0.438,0.562,1,460.0
0.422,0.594,1,505.0
0.656,0.344,0,451.0
0.484,0.531,1,468.0
0.656,0.375,0,419.0
0.453,0.531,1,1514.0
0.75,0.266,0,428.0
0.594,0.422,0,388.0
0.688,0.344,0,460.0
0.453,0.562,1,520.0
0.453,0.531,1,470.0
0.656,0.344,0,406.0
0.453,0.562,1,427.0
0.422,0.562,1,361.0
0.719,0.25,0,459.0
0.688,0.312,0,411.0
0.594,0.375,0,464.0
0.75,0.25,0,464.0
0.594,0.391,0,524.0
0.453,0.562,1,371.0
0.781,0.219,0,383.0
0.656,0.344,0,514.0
0.531,0.484,0,516.0
0.688,0.312,0,452.0
0.625,0.391,0,613.0
0.5,0.5,0,442.0
0.688,0.344,0,329.0
0.484,0.531,1,449.0
0.562,0.453,0,473.0
0.531,0.484,0,475.0
0.5,0.5,0,386.0
0.484,0.531,1,375.0
0.719,0.297,0,356.0
0.5,0.5,0,410.0
0.422,0.562,1,388.0
0.422,0.562,1,442.0
0.781,0.219,0,373.0
0.453,0.562,1,375.0
0.688,0.312,0,356.0
0.453,0.562,1,411.0
0.688,0.312,0,606.0
0.656,0.344,0,451.0
0.625,0.344,0,1449.0
0.469,0.562,1,391.0
0.422,0.594,1,391.0
0.438,0.562,1,498.0
0.438,0.594,1,57.0
0.453,0.562,1,361.0
0.688,0.312,0,467.0
0.453,0.562,1,505.0
0.719,0.297,0,485.0
0.719,0.281,0,369.0
0.625,0.391,0,432.0
0.594,0.375,0,520.0
0.656,0.328,0,419.0
0.656,0.359,0,393.0
0.438,0.562,1,435.0
0.656,0.328,0,479.0
0.656,0.344,0,359.0
0.422,0.594,1,470.0
0.469,0.562,1,491.0
0.656,0.359,0,461.0
0.719,0.297,0,484.0
0.656,0.344,0,383.0
0.719,0.25,0,504.0
0.438,0.594,1,574.0
0.719,0.297,0,474.0
0.438,0.562,1,398.0
0.688,0.312,0,397.0
0.453,0.562,1,514.0
0.422,0.594,1,349.0
0.719,0.25,0,403.0
0.656,0.328,0,1268.0
0.453,0.562,1,474.0
0.719,0.297,0,454.0
0.656,0.375,0,364.0
0.453,0.562,1,443.0
0.453,0.562,1,402.0
0.422,0.594,1,348.0
0.453,0.562,1,349.0
