probability_0,probability_1,classification,clock_cycles
0.688,0.312,0,986.0
0.594,0.422,0,1453.0
0.625,0.391,0,1096.0
0.781,0.203,0,1390.0
0.688,0.312,0,1035.0
0.656,0.359,0,1419.0
0.688,0.344,0,869.0
0.719,0.297,0,1439.0
0.656,0.375,0,1122.0
0.656,0.328,0,1261.0
0.438,0.531,1,1335.0
0.406,0.594,1,1367.0
0.656,0.375,0,980.0
0.375,0.625,1,1426.0
0.625,0.391,0,270.0
0.531,0.484,0,1257.0
0.375,0.625,1,1213.0
0.375,0.625,1,402.0
0.422,0.562,1,1276.0
0.453,0.562,1,1488.0
0.719,0.281,0,1236.0
0.688,0.344,0,1425.0
0.422,0.594,1,957.0
0.719,0.297,0,1454.0
0.391,0.625,1,1178.0
0.719,0.297,0,1398.0
0.781,0.25,0,1344.0
0.375,0.625,1,1241.0
0.844,0.164,0,1129.0
0.781,0.203,0,1421.0
0.422,0.562,1,1123.0
0.656,0.375,0,1467.0
0.625,0.391,0,1347.0
0.406,0.594,1,1146.0
0.375,0.625,1,1421.0
0.75,0.234,0,980.0
0.484,0.531,1,959.0
0.375,0.625,1,1004.0
0.375,0.625,1,35.0
0.688,0.344,0,957.0
0.688,0.312,0,774.0
0.438,0.531,1,1424.0
0.422,0.594,1,1054.0
0.719,0.281,0,1364.0
0.344,0.625,1,1322.0
0.422,0.594,1,835.0
0.359,0.625,1,1316.0
0.594,0.375,0,884.0
0.656,0.359,0,1338.0
0.531,0.484,0,1288.0
0.625,0.391,0,850.0
0.719,0.297,0,900.0
0.719,0.297,0,1042.0
0.719,0.281,0,1374.0
0.594,0.375,0,1078.0
0.453,0.562,1,1422.0
0.781,0.25,0,1345.0
0.75,0.25,0,1000.0
0.625,0.391,0,1000.0
0.781,0.25,0,1432.0
0.359,0.625,1,1258.0
0.688,0.344,0,862.0
0.531,0.469,0,1164.0
0.781,0.203,0,859.0
0.781,0.25,0,1203.0
0.75,0.25,0,1202.0
0.688,0.312,0,926.0
0.688,0.344,0,1029.0
0.594,0.422,0,1302.0
0.531,0.469,0,1017.0
0.453,0.562,1,1249.0
0.719,0.281,0,1117.0
0.422,0.562,1,1401.0
0.75,0.25,0,1160.0
0.406,0.594,1,895.0
0.5,0.5,0,1337.0
0.625,0.391,0,1398.0
0.406,0.594,1,901.0
0.375,0.625,1,1250.0
0.453,0.562,1,1045.0
0.484,0.531,1,940.0
0.562,0.469,0,1137.0
0.5,0.5,0,1056.0
0.719,0.281,0,1118.0
0.594,0.422,0,1118.0
0.812,0.188,0,1117.0
0.688,0.312,0,861.0
0.344,0.656,1,1266.0
0.562,0.453,0,928.0
0.656,0.328,0,1025.0
0.719,0.297,0,1049.0
0.656,0.328,0,1109.0
0.453,0.562,1,1159.0
0.422,0.594,1,1302.0
0.719,0.297,0,915.0
0.422,0.562,1,957.0
0.344,0.625,1,884.0
0.688,0.344,0,1331.0
0.719,0.281,0,1359.0
0.594,0.391,0,1484.0
0.422,0.594,1,1371.0
0.656,0.359,0,1439.0
0.625,0.344,0,1281.0
0.625,0.391,0,896.0
0.375,0.625,1,1383.0
0.719,0.297,0,952.0
0.625,0.375,0,1055.0
0.5,0.484,0,1385.0
0.453,0.562,1,1466.0
0.484,0.531,1,1483.0
0.406,0.594,1,1317.0
0.453,0.562,1,1414.0
0.781,0.227,0,854.0
0.375,0.656,1,1054.0
0.375,0.625,1,1015.0
0.375,0.625,1,1086.0
0.781,0.227,0,1376.0
0.359,0.625,1,1201.0
0.375,0.625,1,1076.0
0.688,0.344,0,1448.0
0.484,0.531,1,897.0
0.656,0.375,0,1428.0
0.453,0.562,1,395.0
0.75,0.234,0,1272.0
0.594,0.422,0,1026.0
0.656,0.328,0,1145.0
0.422,0.594,1,1250.0
0.438,0.531,1,918.0
0.688,0.344,0,848.0
0.422,0.594,1,1059.0
0.406,0.594,1,1150.0
0.781,0.227,0,1106.0
0.719,0.297,0,1298.0
0.594,0.375,0,998.0
0.781,0.203,0,998.0
0.594,0.391,0,1355.0
0.453,0.562,1,1110.0
0.812,0.18,0,1301.0
0.688,0.344,0,914.0
0.531,0.484,0,1274.0
0.688,0.312,0,1395.0
0.625,0.391,0,981.0
0.5,0.5,0,1351.0
0.656,0.328,0,1167.0
0.484,0.531,1,852.0
0.562,0.453,0,1460.0
0.531,0.484,0,1350.0
0.5,0.5,0,1165.0
0.484,0.531,1,991.0
0.719,0.281,0,1028.0
0.5,0.5,0,1063.0
0.406,0.594,1,1370.0
0.406,0.594,1,1345.0
0.812,0.18,0,1122.0
0.422,0.594,1,1164.0
0.719,0.297,0,946.0
0.422,0.594,1,1186.0
0.688,0.312,0,842.0
0.688,0.344,0,991.0
0.625,0.344,0,844.0
0.344,0.656,1,849.0
0.375,0.625,1,1156.0
0.359,0.625,1,874.0
0.375,0.656,1,1903.0
0.422,0.594,1,972.0
0.719,0.297,0,1488.0
0.422,0.594,1,974.0
0.719,0.281,0,1409.0
0.75,0.25,0,1292.0
0.625,0.391,0,834.0
0.594,0.375,0,1279.0
0.688,0.312,0,872.0
0.656,0.359,0,826.0
0.359,0.625,1,1461.0
0.688,0.312,0,1351.0
0.688,0.344,0,963.0
0.375,0.625,1,1002.0
0.297,0.688,1,1418.0
0.656,0.359,0,1329.0
0.719,0.281,0,1008.0
0.688,0.344,0,991.0
0.781,0.227,0,1056.0
0.375,0.625,1,1454.0
0.719,0.281,0,1335.0
0.359,0.625,1,1239.0
0.688,0.312,0,1054.0
0.453,0.562,1,1054.0
0.375,0.625,1,1455.0
0.781,0.227,0,971.0
0.688,0.312,0,59.0
0.422,0.594,1,1026.0
0.719,0.281,0,1488.0
0.656,0.375,0,1086.0
0.453,0.562,1,901.0
0.422,0.594,1,1438.0
0.375,0.625,1,1457.0
0.422,0.594,1,1024.0
0.625,0.391,0,953.0
0.594,0.391,0,953.0
0.375,0.625,1,1421.0
0.375,0.625,1,1516.0
0.375,0.625,1,1421.0
0.656,0.359,0,1139.0
0.781,0.227,0,1485.0
0.375,0.656,1,1081.0
0.453,0.562,1,1167.0
0.438,0.531,1,1167.0
0.438,0.531,1,1471.0
0.625,0.391,0,1378.0
0.625,0.344,0,1429.0
0.531,0.484,0,976.0
0.812,0.188,0,1154.0
0.625,0.344,0,1121.0
0.594,0.391,0,1121.0
0.719,0.281,0,1439.0
0.781,0.227,0,1355.0
0.5,0.5,0,1203.0
0.656,0.359,0,949.0
0.406,0.594,1,1142.0
0.375,0.625,1,1151.0
0.375,0.625,1,957.0
0.484,0.531,1,997.0
0.391,0.625,1,977.0
0.656,0.359,0,1364.0
0.422,0.594,1,991.0
0.688,0.344,0,900.0
0.781,0.25,0,1055.0
0.422,0.594,1,1304.0
0.453,0.562,1,1163.0
0.5,0.484,0,1087.0
0.391,0.625,1,885.0
0.656,0.328,0,1052.0
0.453,0.562,1,1368.0
0.781,0.227,0,1236.0
0.422,0.562,1,973.0
0.391,0.625,1,1301.0
0.422,0.594,1,1124.0
0.375,0.625,1,1409.0
0.688,0.344,0,1040.0
0.625,0.375,0,1474.0
0.625,0.391,0,1358.0
0.375,0.625,1,849.0
0.594,0.375,0,1478.0
0.375,0.625,1,1083.0
0.406,0.594,1,1207.0
0.375,0.625,1,1278.0
0.719,0.281,0,1252.0
0.719,0.297,0,1105.0
0.719,0.281,0,1071.0
0.625,0.375,0,1184.0
0.781,0.227,0,1484.0
0.656,0.375,0,1134.0
0.359,0.625,1,1035.0
0.656,0.375,0,1456.0
0.562,0.453,0,1100.0
0.594,0.375,0,1202.0
0.719,0.297,0,1202.0
0.688,0.312,0,968.0
0.5,0.531,1,1232.0
0.375,0.656,1,1049.0
0.688,0.344,0,836.0
0.688,0.344,0,1173.0
0.688,0.344,0,1385.0
0.422,0.594,1,1299.0
0.453,0.562,1,1232.0
0.688,0.312,0,869.0
0.406,0.594,1,1428.0
0.656,0.359,0,870.0
0.391,0.625,1,886.0
0.375,0.625,1,901.0
0.375,0.625,1,939.0
0.453,0.562,1,1220.0
0.594,0.391,0,1346.0
0.594,0.422,0,1381.0
0.781,0.203,0,1077.0
