probability_0,probability_1,classification,clock_cycles
0.688,0.312,0,1894.0
0.594,0.422,0,1562.0
0.625,0.391,0,1235.0
0.781,0.203,0,168.0
0.688,0.312,0,27.0
0.656,0.359,0,1695.0
0.688,0.344,0,1864.0
0.719,0.297,0,620.0
0.656,0.375,0,392.0
0.656,0.328,0,1755.0
0.438,0.531,1,137.0
0.406,0.594,1,76.0
0.656,0.375,0,321.0
0.375,0.625,1,82.0
0.625,0.391,0,1581.0
0.531,0.484,0,528.0
0.375,0.625,1,110.0
0.375,0.625,1,996.0
0.422,0.562,1,548.0
0.453,0.562,1,30.0
0.719,0.281,0,1537.0
0.688,0.344,0,544.0
0.422,0.594,1,439.0
0.719,0.297,0,254.0
0.391,0.625,1,468.0
0.719,0.297,0,636.0
0.781,0.25,0,1526.0
0.375,0.625,1,305.0
1.0,336.0,1,639.0
1.0,9.5,1,2001.0
0.422,0.562,1,609.0
0.656,0.375,0,1714.0
0.625,0.391,0,47.0
0.406,0.594,1,291.0
0.375,0.625,1,18.0
0.75,0.234,0,98.0
0.484,0.531,1,2021.0
0.375,0.625,1,1723.0
0.375,0.625,1,623.0
0.688,0.344,0,637.0
0.688,0.312,0,659.0
0.438,0.531,1,120.0
0.422,0.594,1,1460.0
0.719,0.281,0,453.0
0.344,0.625,1,1528.0
0.422,0.594,1,1125.0
0.359,0.625,1,1785.0
0.594,0.375,0,469.0
0.656,0.359,0,1947.0
0.531,0.484,0,1778.0
0.625,0.391,0,1880.0
0.719,0.297,0,1696.0
0.719,0.297,0,1830.0
0.719,0.281,0,598.0
0.594,0.375,0,671.0
0.453,0.562,1,262.0
0.781,0.25,0,1859.0
0.75,0.25,0,482.0
0.625,0.391,0,482.0
0.781,0.25,0,438.0
0.359,0.625,1,1768.0
0.688,0.344,0,2007.0
0.531,0.469,0,1667.0
0.781,0.203,0,466.0
0.781,0.25,0,1642.0
0.75,0.25,0,1530.0
0.688,0.312,0,1765.0
0.688,0.344,0,262.0
0.594,0.422,0,1833.0
0.531,0.469,0,1856.0
0.453,0.562,1,34.0
0.719,0.281,0,1599.0
0.422,0.562,1,1851.0
0.75,0.25,0,408.0
0.406,0.594,1,1707.0
0.5,0.5,0,1744.0
0.625,0.391,0,154.0
0.406,0.594,1,32.0
0.375,0.625,1,648.0
0.453,0.562,1,1770.0
0.484,0.531,1,1587.0
0.562,0.469,0,413.0
0.5,0.5,0,204.0
0.719,0.281,0,1631.0
0.594,0.422,0,1631.0
1.0,176.0,1,1871.0
0.688,0.312,0,262.0
0.344,0.656,1,1911.0
0.562,0.453,0,304.0
0.656,0.328,0,51.0
0.719,0.297,0,1547.0
0.656,0.328,0,1843.0
0.453,0.562,1,577.0
