probability_0,probability_1,classification,clock_cycles
0.67871,0.32178,0,432.0
0.57324,0.42725,0,561.0
0.60449,0.39502,0,526.0
0.74707,0.25342,0,547.0
0.68164,0.31787,0,585.0
0.63086,0.36865,0,570.0
0.65918,0.34082,0,547.0
0.68359,0.31689,0,513.0
0.63574,0.36475,0,604.0
0.66797,0.33252,0,415.0
0.47266,0.52734,1,421.0
0.43506,0.56543,1,486.0
0.64258,0.35742,0,478.0
0.43604,0.56348,1,570.0
0.6084,0.39062,0,549.0
0.52441,0.47461,0,555.0
0.43359,0.56738,1,495.0
0.43359,0.56738,1,29841.0
0.45361,0.5459,1,487.0
0.45557,0.54395,1,506.0
0.70312,0.29639,0,474.0
0.6543,0.3457,0,510.0
0.43994,0.56055,1,489.0
0.70508,0.2959,0,506.0
0.43994,0.55957,1,518.0
0.68164,0.31787,0,516.0
0.71875,0.28027,0,522.0
0.43359,0.56641,1,424.0
0.77344,0.22656,0,454.0
0.74023,0.25977,0,473.0
0.4502,0.54883,1,584.0
0.64551,0.354,0,596.0
0.61133,0.38867,0,570.0
0.43555,0.56445,1,450.0
0.43213,0.56836,1,547.0
0.71875,0.28174,0,560.0
0.479,0.52051,1,455.0
0.43408,0.56641,1,562.0
0.43359,0.56738,1,408.0
0.6582,0.34131,0,516.0
0.67578,0.3252,0,427.0
0.45996,0.54004,1,467.0
0.44238,0.55762,1,522.0
0.69824,0.30176,0,477.0
0.45117,0.5498,1,378.0
0.43701,0.56348,1,454.0
0.4375,0.5625,1,409.0
0.61523,0.38428,0,476.0
0.63477,0.36523,0,427.0
0.5166,0.48438,0,388.0
0.60938,0.39062,0,502.0
0.68652,0.31445,0,549.0
0.69434,0.30566,0,619.0
0.70117,0.29883,0,495.0
0.62793,0.37256,0,594.0
0.4502,0.5498,1,589.0
0.72656,0.27393,0,482.0
0.71875,0.28125,0,417.0
0.62207,0.37744,0,562.0
0.72363,0.27686,0,387.0
0.43555,0.56543,1,418.0
0.65918,0.34082,0,427.0
0.53711,0.46338,0,440.0
0.74023,0.25977,0,529.0
0.73535,0.26416,0,501.0
0.71191,0.28809,0,377.0
0.67285,0.32666,0,418.0
0.65918,0.34131,0,528.0
0.57617,0.42236,0,562.0
0.54004,0.45996,0,408.0
0.45557,0.54492,1,464.0
0.70215,0.29736,0,397.0
0.44629,0.55469,1,506.0
0.7168,0.2832,0,501.0
0.43408,0.56543,1,502.0
0.49658,0.50293,1,528.0
0.61523,0.38428,0,441.0
0.43457,0.56543,1,444.0
0.43311,0.56641,1,450.0
0.46191,0.53711,1,547.0
0.48096,0.51855,1,539.0
0.54395,0.45557,0,394.0
0.50195,0.49805,0,440.0
0.70508,0.29443,0,419.0
0.56934,0.42969,0,399.0
0.76074,0.23926,0,540.0
0.67676,0.32275,0,539.0
0.44775,0.55273,1,400.0
0.56055,0.43896,0,427.0
0.66406,0.33594,0,537.0
0.69531,0.30518,0,583.0
0.66895,0.33057,0,527.0
0.45654,0.54395,1,450.0
0.43896,0.56055,1,542.0
0.68945,0.31055,0,400.0
0.44434,0.55566,1,578.0
0.44092,0.55957,1,526.0
0.6543,0.3457,0,489.0
0.70312,0.29639,0,409.0
0.60059,0.3999,0,383.0
0.44531,0.55371,1,624.0
0.63184,0.36768,0,410.0
0.64941,0.3501,0,459.0
0.61816,0.38184,0,508.0
0.43457,0.56543,1,396.0
0.68262,0.31738,0,539.0
0.63086,0.36914,0,483.0
0.50781,0.49268,0,463.0
0.44141,0.55859,1,539.0
0.47266,0.52734,1,468.0
0.43604,0.56348,1,484.0
0.45557,0.54492,1,399.0
0.73438,0.26465,0,436.0
0.43311,0.56836,1,525.0
0.43262,0.56738,1,499.0
0.43262,0.56738,1,515.0
0.73145,0.27002,0,578.0
0.44336,0.55762,1,400.0
0.43262,0.56738,1,486.0
0.65625,0.34375,0,511.0
0.46973,0.53125,1,550.0
0.6416,0.3584,0,395.0
0.45801,0.54199,1,422.0
0.71777,0.28271,0,522.0
0.57129,0.4292,0,552.0
0.66309,0.33643,0,523.0
0.43896,0.56152,1,427.0
0.46875,0.53125,1,563.0
0.64941,0.35107,0,563.0
0.43799,0.56152,1,533.0
0.44434,0.55566,1,488.0
0.73633,0.26416,0,466.0
