probability_0,probability_1,classification,clock_cycles
0.6428247094154358,0.3571753203868866,0,840.0
0.5767802596092224,0.4232197403907776,0,701.0
0.5986014604568481,0.40139856934547424,0,739.0
0.6773478984832764,0.32265210151672363,0,1132.0
0.643925130367279,0.35607489943504333,0,643.0
0.6148287057876587,0.3851712644100189,0,1150.0
0.6319026947021484,0.36809730529785156,0,1205.0
0.6442708969116211,0.3557291328907013,0,1042.0
0.6175381541252136,0.382461816072464,0,1179.0
0.6365208625793457,0.3634790778160095,0,1188.0
0.4516201317310333,0.5483798980712891,1,795.0
0.2740738093852997,0.7259261608123779,1,978.0
0.6220974326133728,0.3779025971889496,0,914.0
0.29951974749565125,0.7004802823066711,1,1089.0
0.6003206968307495,0.3996793031692505,0,1070.0
0.5308912992477417,0.4691087007522583,0,934.0
0.2463618367910385,0.7536381483078003,1,911.0
0.23466941714286804,0.7653305530548096,1,668.0
0.3989209234714508,0.6010790467262268,1,974.0
0.40601179003715515,0.5939881801605225,1,1017.0
0.6554784178733826,0.34452158212661743,0,1196.0
0.6286720633506775,0.3713279664516449,0,1151.0
0.3243921101093292,0.6756078600883484,1,1187.0
0.6558871269226074,0.3441128432750702,0,810.0
-0.18499687314033508,1.1849968433380127,1,880.0
0.643796443939209,0.3562035858631134,0,924.0
0.6635270118713379,0.3364729583263397,0,926.0
0.23824606835842133,0.7617539167404175,1,634.0
0.690294086933136,0.309705913066864,0,681.0
0.6741378307342529,0.32586222887039185,0,1017.0
0.38655588030815125,0.6134440898895264,1,670.0
0.6239360570907593,0.3760639429092407,0,1101.0
0.6017801761627197,0.3982198238372803,0,1148.0
0.2817356288433075,0.7182643413543701,1,751.0
0.1917535662651062,0.8082464337348938,1,1046.0
0.6628954410552979,0.33710458874702454,0,751.0
0.4653860330581665,0.5346139073371887,1,782.0
0.2544875144958496,0.7455124855041504,1,1008.0
0.2431197613477707,0.7568802237510681,1,977.0
0.6312657594680786,0.3687342703342438,0,1135.0
0.6406945586204529,0.3593054711818695,0,698.0
0.41910287737846375,0.5808971524238586,1,1113.0
0.34497395157814026,0.6550260782241821,1,1024.0
0.6526686549186707,0.34733134508132935,0,716.0
-0.5080784559249878,1.5080784559249878,1,1040.0
0.30339181423187256,0.6966081857681274,1,904.0
-0.08669764548540115,1.0866976976394653,1,866.0
0.6047184467315674,0.39528152346611023,0,1151.0
0.6171332001686096,0.382866770029068,0,1016.0
0.5209782719612122,0.47902172803878784,0,726.0
0.6003758907318115,0.3996240496635437,0,641.0
0.6460760831832886,0.3539239168167114,0,699.0
0.6506379842758179,0.3493620753288269,0,1179.0
0.6542134881019592,0.3457864820957184,0,1157.0
0.6125738620758057,0.3874261677265167,0,850.0
0.3828621506690979,0.6171377897262573,1,706.0
0.6665992140769958,0.33340078592300415,0,1037.0
0.6632906198501587,0.3367094397544861,0,1040.0
0.6091907024383545,0.3908093273639679,0,1195.0
0.6654815673828125,0.3345184624195099,0,982.0
-0.010979153215885162,1.010979175567627,1,674.0
0.6317017674446106,0.3682982325553894,0,1107.0
0.54440838098526,0.45559161901474,0,747.0
0.674231231212616,0.32576873898506165,0,830.0
0.6710771322250366,0.3289228677749634,0,1056.0
0.6597898602485657,0.34021010994911194,0,1061.0
0.6396414041519165,0.3603585958480835,0,1024.0
0.631445586681366,0.3685544431209564,0,646.0
0.5792262554168701,0.42077377438545227,0,1102.0
0.547057032585144,0.45294299721717834,0,1172.0
0.4044972360134125,0.5955027937889099,1,701.0
0.6549509763717651,0.34504908323287964,0,693.0
0.3629671335220337,0.6370329260826111,1,1029.0
0.662043571472168,0.3379564583301544,0,670.0
0.2625430226325989,0.7374569773674011,1,1151.0
0.49525749683380127,0.5047425627708435,1,1125.0
0.6047035455703735,0.39529648423194885,0,742.0
0.2654762268066406,0.7345237731933594,1,1059.0
0.2409718930721283,0.7590281367301941,1,1126.0
0.4253678321838379,0.5746321678161621,1,814.0
0.47003307938575745,0.5299669504165649,1,1140.0
0.5519803762435913,0.4480195939540863,0,974.0
0.5024920105934143,0.4975079894065857,0,971.0
0.6563343405723572,0.3436656892299652,0,721.0
