probability_0,probability_1,classification,clock_cycles
0.68945,0.31042,0,2015.0
0.57495,0.42505,0,1579.0
0.60596,0.39417,0,2125.0
0.78052,0.21924,0,2005.0
0.69214,0.30798,0,2208.0
0.63281,0.36719,0,2203.0
0.66577,0.33423,0,2229.0
0.69287,0.30725,0,1395.0
0.63794,0.3623,0,2236.0
0.67554,0.32446,0,2070.0
0.46948,0.53052,1,1720.0
0.40686,0.59302,1,1940.0
0.64624,0.35376,0,2446.0
0.41309,0.58691,1,2498.0
0.60864,0.39148,0,2456.0
0.52515,0.4751,0,2484.0
0.401,0.59912,1,2144.0
0.39868,0.60132,1,2519.0
0.44495,0.55518,1,1431.0
0.448,0.552,1,1753.0
0.72021,0.28003,0,1912.0
0.65918,0.34094,0,1634.0
0.41992,0.58008,1,1782.0
0.72095,0.27893,0,2579.0
0.35217,0.64771,1,1993.0
0.69165,0.30847,0,1424.0
0.74121,0.25854,0,1620.0
0.39917,0.60083,1,2268.0
0.82104,0.17883,0,2132.0
0.77148,0.22858,0,2329.0
0.44006,0.55957,1,1945.0
0.6499,0.35034,0,2562.0
0.6106,0.38928,0,2514.0
0.40857,0.59155,1,2247.0
0.39075,0.60913,1,1533.0
0.73975,0.26038,0,1730.0
0.47729,0.52246,1,2205.0
0.40271,0.59717,1,1610.0
0.40015,0.59985,1,2173.0
0.66455,0.33545,0,1529.0
0.68481,0.31543,0,2124.0
0.45374,0.54614,1,2463.0
0.42578,0.57422,1,2524.0
0.71289,0.28711,0,1881.0
0.3374,0.6626,1,2574.0
0.41418,0.58594,1,1695.0
0.35913,0.64111,1,2474.0
0.61572,0.3844,0,1413.0
0.63672,0.36304,0,2454.0
0.51636,0.48352,0,1783.0
0.60864,0.39148,0,2544.0
0.69727,0.30273,0,1507.0
0.70801,0.29199,0,1732.0
0.7168,0.2832,0,2044.0
0.62891,0.37134,0,1683.0
0.43872,0.56128,1,2443.0
0.74976,0.25024,0,1615.0
0.74072,0.25928,0,1526.0
0.62305,0.37695,0,2384.0
0.74683,0.2533,0,2461.0
0.36548,0.63477,1,1966.0
0.66528,0.33472,0,1570.0
0.53809,0.46167,0,2006.0
0.77148,0.22845,0,1887.0
0.76245,0.23767,0,2171.0
0.73145,0.26868,0,2543.0
0.68237,0.31775,0,2217.0
0.66479,0.33521,0,1427.0
0.57812,0.42212,0,2281.0
0.54053,0.45923,0,2353.0
0.44714,0.55273,1,1784.0
0.71875,0.28125,0,2263.0
0.43176,0.56836,1,1422.0
0.73755,0.26245,0,1389.0
0.40442,0.59546,1,1503.0
0.49683,0.50342,1,2392.0
0.61572,0.3844,0,1870.0
0.40515,0.59473,1,2186.0
0.39978,0.6001,1,2061.0
0.45654,0.54346,1,2158.0
0.48022,0.51978,1,2169.0
0.5459,0.4541,0,1760.0
0.50171,0.49805,0,2545.0
0.72241,0.27759,0,1972.0
0.57178,0.42834,0,1737.0
0.802,0.19806,0,2595.0
0.68799,0.31213,0,1956.0
0.34155,0.65869,1,2560.0
0.56152,0.43848,0,2475.0
0.6709,0.32898,0,1665.0
0.70825,0.29175,0,1869.0
0.677,0.32275,0,1774.0
0.448,0.55176,1,2448.0
0.41748,0.58252,1,1550.0
0.70239,0.29761,0,2331.0
0.42896,0.5708,1,1640.0
0.35229,0.64746,1,1422.0
0.65942,0.34045,0,1764.0
0.71997,0.28003,0,1895.0
0.60059,0.39941,0,1444.0
0.43225,0.56787,1,1417.0
0.63379,0.36633,0,1811.0
0.65454,0.34546,0,1951.0
0.61792,0.38196,0,2112.0
0.40564,0.59424,1,1712.0
0.69287,0.30713,0,1500.0
0.63281,0.36731,0,1431.0
0.50757,0.49231,0,1815.0
0.42371,0.57642,1,1502.0
0.47046,0.52954,1,2165.0
0.41125,0.58862,1,1989.0
0.44702,0.55298,1,1894.0
0.76196,0.23816,0,2277.0
0.38025,0.61987,1,1550.0
0.39563,0.60425,1,2358.0
0.3772,0.62305,1,1607.0
0.75659,0.24323,0,1750.0
0.34888,0.65112,1,2022.0
0.39612,0.604,1,1710.0
0.66235,0.33789,0,2236.0
0.46533,0.53442,1,1444.0
0.64478,0.3551,0,2086.0
0.45093,0.54883,1,2351.0
0.73853,0.26135,0,2298.0
0.57324,0.42676,0,1782.0
0.67065,0.32947,0,2478.0
0.41821,0.58203,1,2165.0
0.4657,0.53442,1,1837.0
0.65381,0.34631,0,2192.0
0.41675,0.58325,1,2331.0
0.42871,0.57129,1,2483.0
0.76538,0.23468,0,2051.0
0.70068,0.29932,0,2541.0
0.62012,0.38013,0,1955.0
0.78247,0.21741,0,2466.0
