probability_0,probability_1,classification,clock_cycles
0.6792,0.3208,0,423.0
0.57471,0.42542,0,416.0
0.60498,0.39514,0,405.0
0.74658,0.2533,0,641.0
0.68115,0.31873,0,567.0
0.63013,0.36987,0,449.0
0.65942,0.3407,0,410.0
0.68188,0.31812,0,611.0
0.63477,0.36536,0,572.0
0.66748,0.3324,0,398.0
0.47266,0.52734,1,525.0
0.43518,0.56494,1,484.0
0.64209,0.35767,0,466.0
0.43713,0.56274,1,533.0
0.60742,0.39258,0,580.0
0.52441,0.47534,0,632.0
0.43347,0.56616,1,439.0
0.43323,0.56689,1,654.0
0.45386,0.5459,1,466.0
0.45605,0.54395,1,483.0
0.70312,0.29675,0,504.0
0.65356,0.34644,0,457.0
0.43994,0.56006,1,584.0
0.7041,0.2959,0,540.0
0.4408,0.55933,1,410.0
0.68066,0.31909,0,503.0
0.71899,0.28076,0,408.0
0.43335,0.56689,1,540.0
0.77295,0.22711,0,447.0
0.74023,0.25964,0,575.0
0.45081,0.54907,1,601.0
0.64551,0.35474,0,616.0
0.60938,0.3905,0,571.0
0.43555,0.56445,1,464.0
0.43225,0.56787,1,528.0
0.71777,0.28198,0,386.0
0.47925,0.52075,1,511.0
0.43408,0.56592,1,502.0
0.43347,0.56665,1,445.0
0.6582,0.3418,0,405.0
0.67529,0.32483,0,468.0
0.46008,0.53979,1,379.0
0.44263,0.55737,1,472.0
0.69775,0.30225,0,490.0
0.45056,0.54956,1,526.0
0.43762,0.5625,1,510.0
0.4375,0.5625,1,517.0
0.61426,0.38586,0,521.0
0.63403,0.36609,0,626.0
0.51587,0.48389,0,473.0
0.60742,0.39258,0,537.0
0.6853,0.3147,0,502.0
0.69409,0.30615,0,514.0
0.70068,0.29919,0,508.0
0.62646,0.37366,0,578.0
0.44995,0.55005,1,582.0
0.7251,0.27478,0,404.0
0.71875,0.28137,0,435.0
0.62109,0.37891,0,577.0
0.7229,0.27698,0,477.0
0.43506,0.5647,1,512.0
0.65894,0.34106,0,610.0
0.5376,0.46228,0,400.0
0.74048,0.25964,0,500.0
0.73389,0.26587,0,543.0
0.71167,0.28821,0,629.0
0.67334,0.32678,0,590.0
0.65845,0.34143,0,496.0
0.57764,0.42224,0,544.0
0.54004,0.45984,0,591.0
0.45557,0.54468,1,512.0
0.70215,0.29773,0,627.0
0.4458,0.5542,1,585.0
0.71631,0.28369,0,431.0
0.43433,0.56543,1,411.0
0.49695,0.50317,1,393.0
0.61426,0.38586,0,609.0
0.43481,0.56543,1,477.0
0.43335,0.56665,1,534.0
0.46216,0.53784,1,625.0
0.48169,0.51831,1,410.0
0.54541,0.45459,0,546.0
0.50171,0.49829,0,490.0
0.70508,0.29492,0,579.0
0.57129,0.42859,0,508.0
0.76074,0.23938,0,418.0
0.67798,0.32227,0,633.0
0.44739,0.55249,1,530.0
0.56128,0.43872,0,499.0
0.66382,0.3363,0,481.0
0.69409,0.30579,0,433.0
0.66919,0.33105,0,607.0
0.45605,0.5437,1,459.0
0.43884,0.56128,1,489.0
0.6897,0.31042,0,550.0
0.44434,0.55566,1,417.0
0.44043,0.55933,1,564.0
0.65381,0.34607,0,386.0
0.70312,0.29688,0,398.0
0.59985,0.40015,0,597.0
0.44604,0.55396,1,456.0
0.6311,0.36902,0,531.0
0.64941,0.35034,0,383.0
0.61646,0.38367,0,481.0
0.43481,0.56543,1,513.0
0.68213,0.31812,0,428.0
0.63013,0.36987,0,425.0
0.50757,0.49268,0,510.0
0.44153,0.55835,1,517.0
0.47327,0.52661,1,534.0
0.43652,0.56348,1,627.0
0.45532,0.54468,1,558.0
0.73364,0.26624,0,436.0
0.43201,0.56763,1,536.0
0.43262,0.56714,1,447.0
0.43262,0.56763,1,418.0
0.72998,0.2699,0,425.0
0.4425,0.55737,1,539.0
0.43274,0.56714,1,605.0
0.65625,0.34387,0,556.0
0.46936,0.53076,1,546.0
0.64087,0.35901,0,600.0
0.45813,0.54199,1,362.0
0.71704,0.28296,0,488.0
0.57275,0.427,0,560.0
0.66333,0.33655,0,527.0
0.43909,0.56104,1,506.0
0.46948,0.53076,1,497.0
0.64868,0.3512,0,455.0
0.4386,0.56152,1,385.0
0.44409,0.55591,1,549.0
0.73633,0.26392,0,396.0
0.68823,0.31189,0,500.0
0.61816,0.38184,0,443.0
0.74805,0.25208,0,580.0
0.59863,0.40137,0,464.0
0.44812,0.552,1,409.0
0.7605,0.2395,0,461.0
0.65869,0.34143,0,427.0
0.52417,0.47583,0,586.0
0.67993,0.31995,0,591.0
0.60327,0.39685,0,369.0
0.5127,0.48718,0,491.0
0.66821,0.33191,0,601.0
0.47266,0.52759,1,464.0
0.55591,0.44421,0,514.0
0.53247,0.46765,0,558.0
0.49426,0.50562,1,400.0
0.47839,0.52148,1,638.0
0.69189,0.30823,0,525.0
0.49353,0.50659,1,606.0
0.43518,0.5647,1,598.0
0.43494,0.56494,1,491.0
0.76196,0.23822,0,434.0
0.44629,0.55396,1,544.0
0.6853,0.3147,0,564.0
0.4425,0.55762,1,471.0
0.67969,0.32056,0,486.0
0.65698,0.34314,0,580.0
0.64258,0.35754,0,505.0
0.45825,0.54175,1,457.0
0.43616,0.56396,1,406.0
0.44226,0.55786,1,419.0
0.43262,0.56738,1,636.0
0.43958,0.5603,1,540.0
0.68945,0.31067,0,462.0
0.43652,0.56348,1,535.0
0.70215,0.29761,0,621.0
0.71631,0.28357,0,582.0
0.6228,0.3772,0,404.0
0.61987,0.38025,0,596.0
0.66895,0.33105,0,508.0
0.63843,0.36169,0,396.0
0.4408,0.55933,1,512.0
0.66504,0.33496,0,427.0
0.65454,0.34546,0,503.0
0.43225,0.56787,1,463.0
0.4657,0.53442,1,528.0
0.63599,0.36377,0,487.0
0.71338,0.2865,0,414.0
0.65747,0.34265,0,469.0
0.73535,0.26489,0,474.0
0.43188,0.56812,1,575.0
0.69263,0.30713,0,592.0
0.43335,0.56665,1,589.0
0.68066,0.31934,0,537.0
0.448,0.552,1,443.0
0.43457,0.56543,1,468.0
0.73877,0.26111,0,563.0
0.67114,0.3291,0,456.0
0.44482,0.55493,1,463.0
0.70142,0.29846,0,545.0
0.6499,0.34998,0,447.0
0.46448,0.5354,1,514.0
0.44385,0.55591,1,408.0
0.43274,0.56714,1,468.0
0.44287,0.55713,1,488.0
0.62231,0.37769,0,451.0
0.59985,0.40039,0,563.0
0.43201,0.56812,1,459.0
0.43274,0.56714,1,535.0
0.43213,0.56787,1,423.0
0.6272,0.37292,0,485.0
0.73901,0.26074,0,598.0
0.43469,0.56567,1,427.0
0.47046,0.5293,1,486.0
0.49133,0.50879,1,616.0
0.46606,0.53369,1,476.0
0.61108,0.38879,0,503.0
0.64038,0.3595,0,544.0
0.51196,0.48828,0,612.0
0.74756,0.25269,0,426.0
0.64429,0.35559,0,449.0
0.59766,0.40234,0,427.0
0.70459,0.29553,0,391.0
0.72925,0.27075,0,507.0
0.49695,0.50317,1,618.0
0.63916,0.36096,0,462.0
0.44153,0.55835,1,604.0
0.43518,0.56519,1,593.0
0.43237,0.56763,1,472.0
0.4856,0.5144,1,473.0
0.43518,0.5647,1,478.0
0.62769,0.37231,0,546.0
0.44104,0.55884,1,446.0
0.65259,0.34766,0,425.0
0.72778,0.27258,0,440.0
0.44678,0.55347,1,447.0
0.44983,0.55005,1,591.0
0.50781,0.49219,0,528.0
0.43408,0.56592,1,426.0
0.66235,0.33752,0,544.0
0.4552,0.54468,1,440.0
0.73853,0.26147,0,472.0
0.45508,0.54517,1,508.0
0.43481,0.56519,1,581.0
0.43945,0.5603,1,616.0
0.43225,0.56763,1,405.0
