probability_0,probability_1,classification,clock_cycles
0.68848,0.31201,0,1003.0
0.57324,0.42725,0,929.0
0.60449,0.39502,0,970.0
0.7793,0.21997,0,1060.0
0.69238,0.30713,0,1106.0
0.63281,0.36621,0,922.0
0.66504,0.33545,0,875.0
0.69336,0.30615,0,716.0
0.63867,0.36182,0,857.0
0.67578,0.32422,0,714.0
0.46777,0.53223,1,893.0
0.4082,0.5918,1,1000.0
0.64648,0.354,0,863.0
0.41406,0.58691,1,984.0
0.6084,0.39062,0,963.0
0.52441,0.47461,0,625.0
0.40186,0.59766,1,606.0
0.3999,0.59961,1,1008.0
0.44043,0.55859,1,665.0
0.44434,0.55566,1,719.0
0.7207,0.27979,0,980.0
0.6582,0.34082,0,947.0
0.4209,0.5791,1,716.0
0.72168,0.27832,0,1026.0
0.35156,0.64844,1,929.0
0.69238,0.30713,0,1111.0
0.74219,0.2583,0,1108.0
0.40137,0.59863,1,1064.0
0.82031,0.17944,0,718.0
0.77148,0.229,0,1118.0
0.43555,0.56445,1,687.0
0.64941,0.35059,0,815.0
0.61133,0.38867,0,640.0
0.40967,0.58984,1,1047.0
0.39307,0.60645,1,663.0
0.74023,0.25977,0,867.0
0.47607,0.52441,1,749.0
0.40381,0.59668,1,682.0
0.40186,0.59766,1,890.0
0.66406,0.33643,0,783.0
0.68359,0.31543,0,956.0
0.4502,0.5498,1,1030.0
0.42676,0.57422,1,724.0
0.71289,0.28711,0,1051.0
0.33594,0.66406,1,833.0
0.41504,0.58594,1,1003.0
0.35742,0.6416,1,799.0
0.61523,0.38428,0,942.0
0.6377,0.36328,0,1057.0
0.5166,0.48438,0,1054.0
0.60938,0.39062,0,937.0
0.69629,0.30273,0,847.0
0.70801,0.29199,0,916.0
0.7168,0.2832,0,1005.0
0.62891,0.37061,0,945.0
0.43457,0.56543,1,869.0
0.75,0.24951,0,811.0
0.73926,0.25928,0,1002.0
0.62305,0.37598,0,618.0
0.74707,0.25293,0,767.0
0.36426,0.63574,1,799.0
0.66406,0.33496,0,751.0
0.53711,0.46338,0,774.0
0.77148,0.229,0,764.0
0.76367,0.23633,0,692.0
0.73145,0.26855,0,1018.0
0.68164,0.31787,0,756.0
0.66406,0.33594,0,1012.0
0.57617,0.42236,0,853.0
0.54004,0.45996,0,1043.0
0.44336,0.55664,1,717.0
0.71875,0.28174,0,678.0
0.42969,0.57129,1,663.0
0.73828,0.26221,0,988.0
0.40576,0.59473,1,700.0
0.49658,0.50293,1,899.0
0.61523,0.38428,0,1020.0
0.40674,0.59473,1,1055.0
0.40088,0.59863,1,667.0
0.45361,0.54688,1,702.0
0.47803,0.52148,1,869.0
0.54395,0.45557,0,973.0
0.50195,0.49805,0,701.0
0.72266,0.27734,0,898.0
0.56934,0.42969,0,971.0
0.80176,0.19873,0,856.0
0.6875,0.31299,0,943.0
0.33936,0.66016,1,1079.0
0.56055,0.43896,0,835.0
0.6709,0.32861,0,646.0
0.70898,0.29102,0,1073.0
0.67773,0.32275,0,836.0
0.44482,0.55566,1,740.0
0.41797,0.58105,1,1034.0
0.70215,0.29785,0,820.0
0.42627,0.57422,1,820.0
0.35156,0.64844,1,1026.0
0.65918,0.34082,0,1011.0
0.7207,0.27979,0,610.0
0.60059,0.3999,0,940.0
0.42676,0.57324,1,956.0
0.63477,0.36523,0,812.0
0.65332,0.3457,0,846.0
0.61914,0.38037,0,647.0
0.40674,0.59375,1,1069.0
0.69336,0.30664,0,859.0
0.63379,0.36719,0,792.0
0.50781,0.49268,0,955.0
0.42432,0.5752,1,804.0
0.46777,0.53125,1,1102.0
0.41211,0.58789,1,839.0
0.44336,0.55664,1,1003.0
0.7627,0.2373,0,830.0
0.38477,0.61621,1,807.0
0.39746,0.60254,1,1023.0
0.38037,0.61914,1,952.0
0.75684,0.2439,0,930.0
0.34766,0.65234,1,799.0
0.39746,0.60254,1,987.0
0.66113,0.33838,0,1028.0
0.46338,0.53711,1,757.0
0.64551,0.35498,0,621.0
0.44775,0.55273,1,747.0
0.73828,0.26123,0,769.0
0.57129,0.4292,0,983.0
0.6709,0.32959,0,1073.0
0.41895,0.58105,1,605.0
0.46289,0.53711,1,974.0
0.65332,0.34717,0,866.0
0.41748,0.58301,1,713.0
0.42627,0.57422,1,808.0
0.76465,0.23511,0,635.0
0.7002,0.29932,0,898.0
0.62109,0.37842,0,796.0
0.78223,0.21777,0,1037.0
0.59863,0.40088,0,1006.0
0.43066,0.57031,1,625.0
0.80176,0.19873,0,857.0
0.66406,0.33594,0,725.0
0.52441,0.47559,0,718.0
0.68945,0.31055,0,1049.0
0.60254,0.39648,0,892.0
0.51367,0.4873,0,613.0
0.67676,0.32373,0,729.0
0.4668,0.53223,1,1063.0
0.55566,0.44385,0,936.0
0.53125,0.46875,0,1046.0
