probability_0,probability_1,classification,clock_cycles
0.688,0.312,0,1697.0
0.594,0.422,0,1308.0
0.625,0.391,0,830.0
0.781,0.203,0,1578.0
0.688,0.312,0,1312.0
0.656,0.359,0,1766.0
0.688,0.344,0,1005.0
0.719,0.297,0,1038.0
0.656,0.375,0,1274.0
0.656,0.328,0,1176.0
0.438,0.531,1,1326.0
0.406,0.594,1,1576.0
0.656,0.375,0,1177.0
0.375,0.625,1,1528.0
0.625,0.391,0,1213.0
0.531,0.484,0,1211.0
0.375,0.625,1,1147.0
0.375,0.625,1,351.0
0.422,0.562,1,1138.0
0.453,0.562,1,1674.0
0.719,0.281,0,1688.0
0.688,0.344,0,1277.0
0.422,0.594,1,1641.0
0.719,0.297,0,1173.0
0.391,0.625,1,1080.0
0.719,0.297,0,1099.0
0.781,0.25,0,1701.0
0.375,0.625,1,1479.0
0.844,0.164,0,1303.0
0.781,0.203,0,1729.0
0.422,0.562,1,1325.0
0.656,0.375,0,1504.0
0.625,0.391,0,1024.0
0.406,0.594,1,1778.0
0.375,0.625,1,1110.0
0.75,0.234,0,1246.0
0.484,0.531,1,1139.0
0.375,0.625,1,1382.0
0.375,0.625,1,1797.0
0.688,0.344,0,1670.0
0.688,0.312,0,1986.0
0.438,0.531,1,1115.0
0.422,0.594,1,1534.0
0.719,0.281,0,1348.0
0.344,0.625,1,1130.0
0.422,0.594,1,310.0
0.359,0.625,1,1524.0
0.594,0.375,0,1252.0
0.656,0.359,0,1498.0
0.531,0.484,0,1626.0
0.625,0.391,0,1301.0
0.719,0.297,0,1629.0
0.719,0.297,0,1699.0
0.719,0.281,0,1369.0
0.594,0.375,0,1645.0
0.453,0.562,1,1219.0
0.781,0.25,0,1296.0
0.75,0.25,0,1436.0
0.625,0.391,0,1436.0
0.781,0.25,0,1411.0
0.359,0.625,1,1113.0
0.688,0.344,0,1455.0
0.531,0.469,0,1128.0
0.781,0.203,0,1621.0
0.781,0.25,0,1272.0
0.75,0.25,0,1576.0
0.688,0.312,0,1567.0
0.688,0.344,0,1230.0
0.594,0.422,0,1578.0
0.531,0.469,0,1033.0
0.453,0.562,1,976.0
0.719,0.281,0,1637.0
0.422,0.562,1,1158.0
0.75,0.25,0,1218.0
0.406,0.594,1,1092.0
0.5,0.5,0,1105.0
0.625,0.391,0,1519.0
0.406,0.594,1,1229.0
0.375,0.625,1,1249.0
