probability_0,probability_1,classification,clock_cycles
0.68945,0.31042,0,2149.0
0.57495,0.42505,0,2067.0
0.60596,0.39417,0,2841.0
0.78052,0.21924,0,2124.0
0.69214,0.30798,0,2894.0
0.63281,0.36719,0,2199.0
0.66577,0.33423,0,2355.0
0.69287,0.30725,0,1687.0
0.63794,0.3623,0,2270.0
0.67554,0.32446,0,2569.0
0.46948,0.53052,1,3028.0
0.40686,0.59302,1,2631.0
0.64624,0.35376,0,3083.0
0.41309,0.58691,1,2178.0
0.60864,0.39148,0,1780.0
0.52515,0.4751,0,2802.0
0.401,0.59912,1,2880.0
0.39868,0.60132,1,2311.0
0.44495,0.55518,1,2067.0
0.448,0.552,1,1842.0
0.72021,0.28003,0,2150.0
0.65918,0.34094,0,2373.0
0.41992,0.58008,1,2789.0
0.72095,0.27893,0,1930.0
0.35217,0.64771,1,3012.0
0.69165,0.30847,0,3026.0
0.74121,0.25854,0,2595.0
0.39917,0.60083,1,2940.0
0.82104,0.17883,0,2511.0
0.77148,0.22858,0,2913.0
0.44006,0.55957,1,1968.0
0.6499,0.35034,0,2777.0
0.6106,0.38928,0,1686.0
0.40857,0.59155,1,2452.0
0.39075,0.60913,1,2945.0
0.73975,0.26038,0,1868.0
0.47729,0.52246,1,2616.0
0.40271,0.59717,1,1886.0
0.40015,0.59985,1,2603.0
0.66455,0.33545,0,2332.0
0.68481,0.31543,0,2047.0
0.45374,0.54614,1,2090.0
0.42578,0.57422,1,2639.0
0.71289,0.28711,0,2222.0
0.3374,0.6626,1,3102.0
0.41418,0.58594,1,2436.0
0.35913,0.64111,1,1895.0
0.61572,0.3844,0,2752.0
0.63672,0.36304,0,1986.0
0.51636,0.48352,0,3024.0
0.60864,0.39148,0,1919.0
0.69727,0.30273,0,1819.0
0.70801,0.29199,0,2980.0
0.7168,0.2832,0,3054.0
0.62891,0.37134,0,1720.0
0.43872,0.56128,1,2399.0
0.74976,0.25024,0,2727.0
0.74072,0.25928,0,2779.0
0.62305,0.37695,0,2866.0
0.74683,0.2533,0,2747.0
0.36548,0.63477,1,2427.0
0.66528,0.33472,0,2990.0
0.53809,0.46167,0,1963.0
0.77148,0.22845,0,3111.0
0.76245,0.23767,0,2042.0
0.73145,0.26868,0,2639.0
0.68237,0.31775,0,1787.0
0.66479,0.33521,0,1677.0
0.57812,0.42212,0,2300.0
0.54053,0.45923,0,1859.0
0.44714,0.55273,1,2433.0
0.71875,0.28125,0,3018.0
0.43176,0.56836,1,3060.0
0.73755,0.26245,0,2989.0
